stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,condition_1/leftstar.PNG,left,,,,,0,0,0,22,,,,,,,,,94.47764050000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3746199999996,94.47764050000023,94.86855930000002,94.86858370000027,95.36756340000011,95.92063619999954,95.65176259999953,95.65180220000002,96.97424070000034,96.97424070000034,97.41979100000026,left,1,0.43629839999994147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,1,1,7,,,,,,,,,97.47897610000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.42140949999975,97.47897610000018,97.93485839999994,97.93488999999954,98.43410390000008,98.84165120000034,98.71863800000028,98.71866500000033,100.03636579999966,100.03636579999966,100.18723109999974,space,1,0.13388380000014877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,2,2,24,,,,,,,,,100.24491860000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1888444999995,100.24491860000035,100.70150149999972,100.70152890000008,101.2009879999996,101.60625900000014,101.48536309999963,101.48539110000002,102.80268379999961,102.80268379999961,103.08642599999985,space,1,0.27046470000004774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,3,3,6,,,,,,,,,103.1423377000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.08750129999953,103.1423377000001,103.60159709999971,103.60164939999959,104.10066449999977,104.51738370000021,104.38499299999967,104.38501879999967,105.70346119999977,105.70346119999977,106.15350779999972,space,1,0.44809410000016214,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,4,4,19,,,,,,,,,106.21020950000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.15458690000014,106.21020950000002,106.66825580000022,106.66827809999995,107.16723000000002,107.58986619999996,107.45190439999988,107.4519363999998,108.76966470000025,108.76966470000025,109.90218449999975,space,1,1.1266007999993235,None,109.58389679999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,5,5,17,,,,,,,,,109.96223219999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.90318810000008,109.96223219999956,110.41847510000025,110.41849970000021,110.91760460000023,111.33314710000013,111.20250599999963,111.20253049999974,112.51957709999988,112.51957709999988,112.83653729999969,left,1,0.30027960000006715,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,6,6,16,,,,,,,,,112.89689710000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.83760150000035,112.89689710000039,113.35150489999978,113.35152610000023,113.85084800000004,114.2647149000004,114.13560059999963,114.13563340000019,115.45269399999961,115.45269399999961,115.80363589999979,left,1,0.33909330000005866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
2,condition_1/rightstar.PNG,left,,,,,0,7,7,5,,,,,,,,,115.86213870000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.80474109999977,115.86213870000029,116.31864519999999,116.31866759999957,116.8174753000003,117.22289329999967,117.10165039999993,117.10167490000003,118.41977440000028,118.41977440000028,118.8036603999999,right,0,0.3807121999998344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,8,8,21,,,,,,,,,118.85872399999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.80473770000026,118.85872399999971,119.31844350000028,119.31846760000008,119.81755609999982,120.23589429999993,120.10179760000028,120.10182280000026,121.41963180000039,121.41963180000039,121.81963149999956,right,1,0.3909856000000218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
2,condition_1/blank.PNG,space,,,,,0,9,9,9,,,,,,,,,121.8777613000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.82071350000024,121.8777613000002,122.33508830000028,122.33511879999969,122.8340545000001,123.25097199999982,123.11905190000016,123.11908109999968,124.43533750000006,124.43533750000006,125.93714949999958,space,1,1.4861971000000267,None,125.23420110000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,10,10,3,,,,,,,,,126.01295990000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.93820520000008,126.01295990000017,126.45168139999987,126.45170849999977,126.95065129999966,127.46196729999974,127.23524840000027,127.23529940000026,128.55339370000002,128.55339370000002,129.25635590000002,space,1,0.7003853999995044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,11,11,15,,,,,,,,,129.31089239999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.25748779999958,129.31089239999983,129.7685478000003,129.76857029999974,130.26771569999983,130.67589820000012,130.55195139999978,130.5519766999996,131.86960739999995,131.86960739999995,133.28523880000012,space,1,1.4131254999992962,None,132.68408629999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
2,condition_1/blank.PNG,space,,,,,0,12,12,20,,,,,,,,,133.34723459999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.28602669999964,133.34723459999987,133.80145840000023,133.80148670000017,134.3007716000002,134.6772315999997,134.58507290000034,134.5851018000003,135.9022788000002,135.9022788000002,138.16901169999983,space,1,2.2528710999995383,None,136.71749220000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
8,condition_1/blank.PNG,space,,,,,0,13,13,10,,,,,,,,,138.22927179999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.1700778000004,138.22927179999988,138.6847673000002,138.6847912000003,139.18444799999997,139.50438329999997,139.4682055000003,139.46824339999966,140.78532069999983,140.78532069999983,141.80195769999955,space,1,1.0132628000001205,None,141.5842278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,14,14,1,,,,,,,,,141.87147939999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.80302969999957,141.87147939999977,142.31839339999988,142.31842289999986,142.8175653999997,143.3973175000001,143.1023984000003,143.1024306999998,144.4195004000003,144.4195004000003,144.95491519999996,left,1,0.5309040000001914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,15,15,4,,,,,,,,,145.00945450000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9559392000001,145.00945450000017,145.46878180000022,145.4687968999997,145.96752430000015,146.3877597999999,146.25150479999957,146.2515413000001,147.56976829999985,147.56976829999985,148.06972489999953,right,1,0.4950779999999213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,16,16,18,,,,,,,,,148.15070920000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.07083140000032,148.15070920000016,148.58454520000032,148.5845816000001,149.08411249999972,149.53259040000012,149.36891949999972,149.3689506999999,150.6864889999997,150.6864889999997,152.13586920000034,space,1,1.4419809999999416,None,151.50067899999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,17,17,2,,,,,,,,,152.19663779999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.1369705999996,152.19663779999973,152.6512689000001,152.65129139999954,153.15084269999988,153.57780730000013,153.43529630000012,153.43532510000023,154.7528473000002,154.7528473000002,155.5057551,space,1,0.7474849999998696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
9,condition_1/blank.PNG,space,,,,,0,18,18,11,,,,,,,,,155.5734384999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.5068556999995,155.5734384999996,156.01806359999955,156.0180862999996,156.51740580000023,156.9347643000001,156.80171820000032,156.8017437999997,158.11860929999966,158.11860929999966,159.86892720000014,space,1,1.7336678000001484,None,158.9178447000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,19,19,23,,,,,,,,,159.9363297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.8699299,159.9363297,160.38476030000038,160.38478299999952,160.88412169999992,161.436823,161.16878110000016,161.1688068000003,162.4867505000002,162.4867505000002,163.27006700000038,space,1,0.7812178000003769,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,20,20,12,,,,,,,,,163.3277146999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.27116690000003,163.3277146999999,163.78477440000006,163.7848028999997,164.28389400000015,164.70174279999992,164.56856640000024,164.56859319999967,165.886477,165.886477,166.4702981999999,right,1,0.5690461000003779,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,21,21,0,,,,,,,,,166.53335349999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.47179659999983,166.53335349999998,166.9846507000002,166.98468520000006,167.48423569999977,167.91884599999958,167.76916660000006,167.76920080000036,169.08592390000013,169.08592390000013,169.53619960000015,left,1,0.4381352999998853,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,22,22,14,,,,,,,,,169.59186150000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5372822999998,169.59186150000005,170.05133639999985,170.05136680000032,170.55069939999976,170.95583609999994,170.83546899999965,170.83549800000037,172.15311980000024,172.15311980000024,172.50309310000011,space,1,0.3422026999996888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
1,condition_1/blank.PNG,space,,,,,0,23,23,8,,,,,,,,,172.56200059999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.50414910000018,172.56200059999992,173.01836960000037,173.0183976999997,173.51753240000016,173.93777390000014,173.80181379999976,173.80186690000028,175.11846700000024,175.11846700000024,177.1689650999997,space,1,2.0459657999999763,None,175.9174127999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
2,condition_1/rightstar.PNG,right,,,,,0,24,24,13,,,,,,,,,177.23282930000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.1701438,177.23282930000005,177.68571659999998,177.6857418999998,178.1845588999995,178.73027000000002,178.4685427000004,178.4685728000004,179.7861224999997,179.7861224999997,180.20281009999962,right,1,0.40422099999977945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,0,25,15,,,,,,,,,180.27060389999951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.2039433,180.27060389999951,180.7182458999996,180.7182745,181.21744729999955,181.62904789999993,181.50153990000035,181.5015669000004,182.82000150000022,182.82000150000022,183.40303080000012,space,1,0.5704653999991933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
1,condition_1/leftstar.PNG,left,,,,,1,1,26,16,,,,,,,,,183.47698070000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.40411310000036,183.47698070000024,183.91810840000016,183.91813269999966,184.4174767000004,184.93060439999954,184.7013939999997,184.70140579999952,186.0196507999999,186.0196507999999,186.5194633000001,left,1,0.48881449999953475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,001,2023-11-12_14h50.14.853,untitled,2023.2.2,59.83087009637876,2023-11-12 14h50.28.915435 +0800,
