stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_7.stopped,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,image_9.stopped,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,condition_1/rightstar.PNG,space,,,,,0,0,0,14,,,,,,,,,67.39303629999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.27425940000012,67.39303629999995,67.77152109999997,67.77154689999998,68.27078130000018,68.85561970000026,68.5544101999999,68.55442970000013,69.87680550000005,69.87680550000005,70.33973539999988,right,0,0.4462342000001627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,1,1,21,,,,,,,,,70.39356989999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3412045,70.39356989999987,70.85484459999998,70.85486880000008,71.35419210000009,71.76687290000018,71.63875270000017,71.63878939999995,72.95672999999988,72.95672999999988,73.57347570000002,right,1,0.6095173000003342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,2,2,16,,,,,,,,,73.63036499999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.57490439999992,73.63036499999998,74.08816130000014,74.08818580000025,74.58750980000013,75.05034209999985,74.87180709999984,74.87183370000002,76.1895586999999,76.1895586999999,76.58971659999997,left,1,0.38836629999968864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
2,condition_1/rightstar.PNG,left,,,,,0,3,3,5,,,,,,,,,76.64558930000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.59082260000014,76.64558930000021,77.10522200000014,77.1052496000002,77.60441159999982,78.00961400000006,77.88865429999987,77.88868730000013,79.20626249999987,79.20626249999987,79.62314019999985,right,0,0.41453850000016246,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,4,4,1,,,,,,,,,79.67802080000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.62430320000021,79.67802080000001,80.13841760000014,80.138461,80.63741029999983,81.04901210000025,80.92238210000005,80.92244310000024,82.2394933999999,82.2394933999999,82.94131349999998,left,1,0.6976227999998628,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,5,5,19,,,,,,,,,83.00083840000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.94251609999992,83.00083840000025,83.45482440000023,83.45485020000024,83.95407290000003,84.36633710000024,84.23876950000022,84.23879739999984,85.55617459999985,85.55617459999985,86.20629240000017,left,0,0.6401806999997461,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
2,condition_1/rightstar.PNG,right,,,,,0,6,6,13,,,,,,,,,86.26298279999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.20739240000012,86.26298279999992,86.72160489999987,86.72164040000007,87.22084610000002,87.6333024999999,87.50518569999986,87.50521119999985,88.82317039999998,88.82317039999998,89.25666360000014,right,1,0.42203310000013516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,7,7,6,,,,,,,,,89.32117240000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25831550000021,89.32117240000025,89.77182309999989,89.77184859999988,90.2710747000001,90.67603390000022,90.55501099999992,90.55503640000006,91.87316349999992,91.87316349999992,92.67326120000007,right,0,0.7945181000000048,None,92.72814749999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,8,8,12,,,,,,,,,92.72814749999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.67424819999997,92.72814749999998,93.1882598000002,93.18829570000025,93.6878001,94.09419639999987,93.97169750000012,93.97173329999987,95.28960469999993,95.28960469999993,95.88959579999982,right,1,0.5848452000000179,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,9,9,3,,,,,,,,,95.94304199999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.89064240000016,95.94304199999988,96.40479940000023,96.4048416999999,96.90379100000018,97.32406429999992,97.18877370000018,97.18880549999994,98.5062269,98.5062269,99.40553200000022,left,0,0.8856814000000668,None,99.32070770000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
9,condition_1/blank.PNG,space,,,,,0,10,10,11,,,,,,,,,99.46302019999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.40659779999987,99.46302019999985,99.92162529999996,99.92166189999989,100.42070009999998,100.90468490000012,100.70528109999987,100.70531579999988,102.02238380000017,102.02238380000017,106.03883850000011,space,1,4.001066400000127,None,102.83735780000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,11,11,24,,,,,,,,,106.09663249999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.03990900000008,106.09663249999994,106.5549473000001,106.55497210000021,107.05445090000012,107.59700199999997,107.33836580000025,107.33839200000011,108.65686950000008,108.65686950000008,109.75558460000002,space,1,1.0903194000002259,None,109.4709656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,12,12,22,,,,,,,,,109.82607850000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.75670660000014,109.82607850000022,110.27170530000012,110.27174640000021,110.77098519999981,111.2063693,111.05507480000006,111.05510090000007,112.37296939999987,112.37296939999987,112.78959380000015,left,1,0.40391779999981736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,13,13,17,,,,,,,,,112.84457659999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.79064349999999,112.84457659999998,113.30502750000005,113.30505260000018,113.8041303,114.2132474,114.08850970000003,114.08853619999991,115.40648099999999,115.40648099999999,115.7729631000002,left,1,0.35161610000022847,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,14,14,7,,,,,,,,,115.83126270000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.77414580000004,115.83126270000002,116.28858630000013,116.28861099999995,116.7876553000001,117.20058299999982,117.07180870000002,117.07184189999998,118.39005180000004,118.39005180000004,119.42252460000009,right,0,1.0208935000000565,None,119.20403540000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,15,15,2,,,,,,,,,119.48883010000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.42350149999993,119.48883010000009,119.93827330000022,119.93829730000016,120.43749089999983,120.8885951000002,120.7217740000001,120.72179869999991,122.03943570000001,122.03943570000001,122.42379170000004,left,0,0.3788758000000598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,16,16,0,,,,,,,,,122.47998020000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.42490180000004,122.47998020000023,122.93791390000024,122.93792789999998,123.43737460000011,123.84371390000024,123.72219730000006,123.72222390000024,125.03955459999997,125.03955459999997,125.40638500000023,left,1,0.36433690000012575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,17,17,15,,,,,,,,,125.46335880000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.40745319999996,125.46335880000015,125.92135210000015,125.92141730000003,126.42085050000014,126.82461190000004,126.70493660000011,126.7049704000001,128.0232030000002,128.0232030000002,128.4567135000002,right,0,0.4187713999999687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,18,18,23,,,,,,,,,128.51280320000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.45779660000017,128.51280320000023,128.97155049999992,128.97159659999988,129.47087509999983,129.87982779999993,129.7552083999999,129.75523520000024,131.07295310000018,131.07295310000018,132.2224928999999,right,0,1.1324675999999272,None,131.8873622000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
1,condition_1/blank.PNG,space,,,,,0,19,19,8,,,,,,,,,132.27707370000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.22358799999984,132.27707370000007,132.73832949999996,132.7383592000001,133.23752280000008,133.65308559999994,133.5221203000001,133.5221529999999,134.83894670000018,134.83894670000018,137.97240629999988,space,1,3.1268685000000005,None,135.65419999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,20,20,18,,,,,,,,,138.02901490000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.97350899999992,138.02901490000022,138.48821380000027,138.48825579999993,138.98749020000014,139.53784480000013,139.27171080000016,139.27173700000003,140.59032630000002,140.59032630000002,141.12395939999988,space,1,0.5188150999997561,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
2,condition_1/blank.PNG,space,,,,,0,21,21,9,,,,,,,,,141.19130440000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.1246067000002,141.19130440000026,141.6382496000001,141.6382733999999,142.13755989999981,142.51532839999982,142.4216203000001,142.4216464000001,143.73849789999986,143.73849789999986,146.67269639999995,space,1,2.9309078999999656,None,144.53737390000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
8,condition_1/blank.PNG,space,,,,,0,22,22,10,,,,,,,,,146.78096779999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.67381620000015,146.78096779999987,147.18832800000018,147.18835290000015,147.68736739999986,148.02375840000013,147.97206610000012,147.97209509999993,149.2886469,149.2886469,150.07302870000012,space,1,0.7821658999996544,None,150.13486479999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
2,condition_1/blank.PNG,space,,,,,0,23,23,20,,,,,,,,,150.13486479999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.07411219999995,150.13486479999983,150.58849210000017,150.5885389,151.08755960000008,151.41335930000014,151.3716488,151.37167450000015,152.68898369999988,152.68898369999988,154.30515969999988,space,1,1.6032355000002099,None,153.48727259999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,24,24,4,,,,,,,,,154.36243590000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.3057171999999,154.36243590000004,154.82142729999987,154.82145050000008,155.32065060000014,155.88012040000012,155.60506029999988,155.60508609999988,156.92314380000016,156.92314380000016,158.00588640000024,right,1,1.0747722000000977,None,157.7372518000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
2,condition_1/blank.PNG,space,,,,,1,0,25,20,,,,,,,,,158.0602116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.00697179999997,158.0602116,158.52159089999986,158.52161569999998,159.02094679999982,159.436197,159.3049992000001,159.30503339999996,160.6219612,160.6219612,161.29124279999996,space,1,0.6658402000002752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
8,condition_1/rightstar.PNG,space,,,,,1,1,26,6,,,,,,,,,161.35017449999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.29251290000002,161.35017449999987,161.80501189999995,161.80507080000007,162.30403460000025,162.82584850000012,162.58831390000023,162.58834019999995,163.90607240000008,163.90607240000008,165.17284699999982,space,1,1.2594574999998258,None,164.72084469999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2023-11-12_14h31.39.111,untitled,2023.2.2,59.94158093535291,2023-11-12 14h31.57.479065 +0800,
