stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,image_9.stopped,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,condition_1/blank.PNG,space,,,,,0,0,0,9,,,,,,,,,58.539735500000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.41526390000013,58.539735500000006,58.9178558000001,58.91788210000004,59.41703540000003,59.849982400000044,59.701169000000164,59.7011943,61.018411700000115,61.018411700000115,61.75266839999995,space,1,0.7214520999998513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,1,1,15,,,,,,,,,61.83172750000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.754279500000166,61.83172750000017,62.267769600000065,62.267794200000026,62.76711399999999,63.44296950000012,63.05113570000003,63.05116790000011,64.36899440000002,64.36899440000002,65.66864710000004,right,1,1.2890062000001308,None,65.18359650000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
1,condition_1/blank.PNG,space,,,,,0,2,2,8,,,,,,,,,65.73121319999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.66970760000004,65.73121319999996,66.1842865000001,66.18431120000014,66.68340340000009,67.06122170000003,66.96800710000002,66.96803960000011,68.28474419999998,68.28474419999998,68.45260740000003,space,1,0.16405989999998383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,3,3,12,,,,,,,,,68.51245500000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.45366590000003,68.51245500000005,68.96802249999996,68.96804780000002,69.46691850000002,69.91908940000008,69.75188419999995,69.75191530000006,71.06891519999999,71.06891519999999,72.33656020000012,space,1,1.2643000000000484,None,71.88349489999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,4,4,23,,,,,,,,,72.40258420000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.33769210000014,72.40258420000009,72.85101610000015,72.85103830000003,73.35014190000015,73.75474789999998,73.63449839999998,73.63452340000003,74.95239060000017,74.95239060000017,75.90147139999999,right,1,0.939821400000028,None,75.76676910000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,5,5,2,,,,,,,,,75.95943520000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.90246690000004,75.95943520000014,76.41755350000017,76.41757789999997,76.91680580000002,77.37496239999996,77.20112480000012,77.20114990000002,78.51895600000012,78.51895600000012,80.4682451000001,left,1,1.934202199999845,None,79.33326699999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,6,6,17,,,,,,,,,80.52487470000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4693651,80.52487470000005,80.98417549999999,80.98419860000013,81.4841715,81.90061920000016,81.76792090000004,81.76794540000014,83.08571989999996,83.08571989999996,83.93506530000013,space,1,0.8421129000000747,None,83.90014580000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
9,condition_1/blank.PNG,space,,,,,0,7,7,11,,,,,,,,,83.98989270000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.93613320000009,83.98989270000015,84.45084180000003,84.45086519999995,84.95028100000013,85.38353710000001,85.23446579999995,85.2344908,86.55148120000013,86.55148120000013,99.75205030000006,space,1,13.19365629999993,None,87.35019520000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,8,8,13,,,,,,,,,99.82729140000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.75326070000006,99.82729140000015,100.26770009999996,100.26773690000005,100.76680030000011,101.33493510000017,101.05106790000013,101.05109289999996,102.36942020000015,102.36942020000015,104.8521290000001,space,1,2.481136500000048,None,103.18359039999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,9,9,21,,,,,,,,,104.90605520000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.85321760000011,104.90605520000008,105.36769630000003,105.36772790000009,105.86714240000015,106.26550889999999,106.15118710000002,106.15121280000017,107.46916220000003,107.46916220000003,109.16866019999998,space,1,1.6883454000001166,None,108.283502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,10,10,22,,,,,,,,,109.22293230000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.16972050000004,109.22293230000014,109.68451249999998,109.68453810000005,110.18358090000015,110.58467610000002,110.46790600000008,110.46793079999998,111.78569110000012,111.78569110000012,112.96812309999996,space,1,1.1807538999998997,None,112.60008930000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
8,condition_1/blank.PNG,space,,,,,0,11,11,24,,,,,,,,,113.02464989999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.96892750000006,113.02464989999999,113.48430329999997,113.4843277,113.98349150000013,114.35953380000001,114.26852750000012,114.26855130000013,115.58470179999995,115.58470179999995,118.75187189999997,space,1,3.156460199999856,None,116.38336860000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,12,12,1,,,,,,,,,118.81164000000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.75294699999995,118.81164000000012,119.2676871000001,119.26770940000006,119.76691320000009,120.20492750000017,120.05096030000004,120.05098520000001,121.36899620000008,121.36899620000008,124.05184729999996,space,1,2.672374699999864,None,122.18358760000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,13,13,6,,,,,,,,,124.10982209999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.05291409999995,124.10982209999997,124.56777820000002,124.56780370000001,125.06673139999998,125.48372570000015,125.35149150000007,125.35152390000007,126.66895309999995,126.66895309999995,128.28524370000014,right,1,1.6060036000001219,None,127.48359140000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,14,14,4,,,,,,,,,128.35246540000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.28631719999998,128.35246540000003,128.80092990000003,128.80095490000008,129.30029890000014,129.73201070000005,129.5844148000001,129.58444039999995,130.9025332000001,130.9025332000001,132.21822240000006,space,1,1.3114302999999836,None,131.717083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,15,15,3,,,,,,,,,132.2938325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.21932000000015,132.2938325,132.7344422000001,132.7344912000001,133.23338880000006,133.63711160000003,133.51814439999998,133.51816910000002,134.83556010000007,134.83556010000007,137.2183996000001,left,1,2.373841099999936,None,135.65012610000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,16,16,14,,,,,,,,,137.2728469000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.2192685,137.2728469000001,137.7343452,137.73437000000013,138.23364360000005,138.6375855000001,138.5183978,138.5184286000001,139.83562540000003,139.83562540000003,141.20153010000013,right,1,1.3608509000000595,None,140.65005020000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
8,condition_1/blank.PNG,space,,,,,0,17,17,10,,,,,,,,,141.25826070000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.20258720000015,141.25826070000016,141.7175618000001,141.71758610000006,142.21673120000014,142.62815550000005,142.50164640000003,142.5016763000001,143.81817810000007,143.81817810000007,145.2519006,space,1,1.4220941999999468,None,144.6166435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,18,18,7,,,,,,,,,145.31059000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.25305620000017,145.31059000000005,145.76740229999996,145.7674366000001,146.26677070000005,146.82383470000013,146.5510901,146.55111570000008,147.86905840000009,147.86905840000009,148.96805700000004,right,1,1.0824224000000413,None,148.68379840000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,19,19,0,,,,,,,,,149.02082240000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.96904949999998,149.02082240000004,149.48419450000006,149.4842189000001,149.98332870000013,150.39595540000005,150.26794889999996,150.26797469999997,151.58572860000004,151.58572860000004,152.85142710000014,space,1,1.2577214999998887,None,152.3999735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,20,20,16,,,,,,,,,152.9137088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.85249440000007,152.9137088,153.36757970000008,153.3676054,153.86680790000014,154.26694680000014,154.15139969999996,154.1514247,155.46895259999997,155.46895259999997,156.85196570000016,space,1,1.3786694000000352,None,156.28344420000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,21,21,20,,,,,,,,,156.91446640000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.85325720000014,156.91446640000004,157.36746940000012,157.3675118000001,157.86678740000002,158.28946250000013,158.15124390000005,158.15127400000006,159.46891070000015,159.46891070000015,161.2348121,left,1,1.7521686999998565,None,160.2836909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,22,22,19,,,,,,,,,161.29017799999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.2358302,161.29017799999997,161.75091770000017,161.75095750000014,162.25014669999996,162.65283610000006,162.5351098000001,162.53514659999996,163.85229960000015,163.85229960000015,165.2853239000001,left,1,1.4178455000001122,None,164.66691749999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,23,23,5,,,,,,,,,165.3417356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.28655679999997,165.3417356,165.80093499999998,165.80095989999995,166.30033270000013,166.70420250000006,166.58442149999996,166.58444840000016,167.9024859000001,167.9024859000001,169.5187459000001,space,1,1.6037461999999323,None,168.71684410000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,24,24,18,,,,,,,,,169.57263469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.52010870000004,169.57263469999998,170.03419329999997,170.03421849999995,170.5336158,170.93061050000006,170.8178527,170.8178894,172.1356671000001,172.1356671000001,173.90226180000013,left,1,1.7573208999999679,None,172.94998150000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,0,25,6,,,,,,,,,173.95634180000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.90326700000014,173.95634180000002,174.417367,174.41738910000004,174.91672459999995,175.31793900000002,175.2010342000001,175.20105910000007,176.51882880000016,176.51882880000016,178.23508949999996,right,1,1.7046119000001454,None,177.33331829999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
2,condition_1/leftstar.PNG,space,,,,,1,1,26,1,,,,,,,,,178.28932350000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.23612390000017,178.28932350000014,178.7508279000001,178.75086299999998,179.25019910000015,179.66706480000016,179.53448019999996,179.53450650000013,180.85245880000002,180.85245880000002,182.15182249999998,space,1,1.2841284000000996,None,181.6669084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-12_13h59.46.892,untitled,2023.2.2,60.05057459392776,2023-11-12 14h00.07.069358 +0800,
