stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,image_9.stopped,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,condition_1/leftstar.PNG,space,,,,,0,0,0,18,,,,,,,,,80.75170499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56450559999999,80.75170499999999,81.0056444,81.0056706,81.5047064,82.10399809999998,81.7889007,81.78892529999999,83.12141019999999,83.12141019999999,83.92138829999999,85.00616249999999,space,1,1.8803615000000207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,1,1,14,,,,,,,,,85.06862960000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0076195,85.06862960000001,85.522154,85.5221875,86.02147579999999,86.4356013,86.30553459999999,86.305556,87.623602,87.623602,,87.7893455,space,1,0.153209099999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,2,2,6,,,,,,,,,87.84849750000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.78989580000001,87.84849750000001,88.30584970000001,88.30588470000001,88.80471030000001,89.2298902,89.08926170000001,89.08928929999999,90.40677969999999,90.40677969999999,,90.839779,right,0,0.4208748000000071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,3,3,7,,,,,,,,,90.90393029999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8405271,90.90393029999998,91.3555207,91.3555346,91.85484059999999,92.26599819999998,92.13874619999999,92.1387589,93.4568328,93.4568328,94.27135419999999,94.50646749999999,space,1,1.0375854000000118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
2,condition_1/blank.PNG,space,,,,,0,4,4,9,,,,,,,,,94.5802778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.50748469999999,94.5802778,95.0223497,95.02237339999999,95.52141040000001,95.9626926,95.80603299999999,95.80608749999999,97.12283009999999,97.12283009999999,,97.77246779999999,space,1,0.6461103999999978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,5,5,22,,,,,,,,,97.8327612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7729041,97.8327612,98.28913209999999,98.28917049999998,98.7882205,99.3726308,99.07293849999999,99.0729695,100.39054949999999,100.39054949999999,101.2048747,101.4561908,left,1,1.0550595999999928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,6,6,0,,,,,,,,,101.56055330000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.45718679999999,101.56055330000001,101.9724606,101.97248489999998,102.47152700000001,102.8783431,102.7557472,102.75577129999999,104.07361230000001,104.07361230000001,,104.35668899999999,left,1,0.2753932999999904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,7,7,3,,,,,,,,,104.4106621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.35766379999998,104.4106621,104.87230879999998,104.87233090000001,105.3718613,105.77765009999999,105.6557344,105.65575799999999,106.97361810000001,106.97361810000001,107.7882232,107.90640640000001,space,1,0.9254390000000114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,8,8,2,,,,,,,,,107.95903770000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.90748439999999,107.95903770000001,108.4223948,108.42241899999999,108.92113950000001,109.3810291,109.20597609999999,109.2060711,110.5237343,110.5237343,111.33815200000001,111.8567592,space,1,1.3257078999999976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,9,9,21,,,,,,,,,111.92416119999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.85785820000001,111.92416119999999,112.37236619999999,112.372389,112.8715417,113.27264869999999,113.1558603,113.1558833,114.4736916,114.4736916,115.2881898,115.57350929999998,right,1,1.0978192999999976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,10,10,17,,,,,,,,,115.62927869999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.5745871,115.62927869999999,116.08912699999999,116.08916919999999,116.5882379,116.99048690000001,116.87308389999998,116.8731108,118.19040129999999,118.19040129999999,119.00480719999999,119.4063013,left,1,1.203064999999981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,11,11,16,,,,,,,,,119.4613847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.40740449999998,119.4613847,119.92235869999999,119.9223835,120.42156739999999,120.83571839999999,120.7057782,120.70580279999999,122.023662,122.023662,,122.47368879999999,left,1,0.4345544999999902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,12,12,1,,,,,,,,,122.5279414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4747759,122.5279414,122.9890786,122.98910179999999,123.48824540000001,123.8982062,123.7725792,123.7726031,125.0904873,125.0904873,,125.64052659999999,left,1,0.5446421000000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,13,13,19,,,,,,,,,125.6960324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.64156969999999,125.6960324,126.15550389999999,126.1555267,126.65495390000001,127.05554079999999,126.93923860000001,126.9392631,128.2569164,128.2569164,129.0714708,129.47296310000002,space,1,1.1995764000000122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,14,14,24,,,,,,,,,129.52819340000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.4740706,129.52819340000002,129.98904520000002,129.98906749999998,130.4883132,130.89036850000002,130.772104,130.7721171,132.09044289999997,132.09044289999997,132.90473129999998,133.4234164,space,1,1.3230267999999796,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
9,condition_1/blank.PNG,space,,,,,0,15,15,11,,,,,,,,,133.4813942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.42486350000001,133.4813942,133.9391428,133.9391857,134.4382753,134.850756,134.72244360000002,134.72246689999997,136.03944719999998,136.03944719999998,136.83816330000002,138.00653419999998,space,1,1.9520176000000333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
2,condition_1/blank.PNG,space,,,,,0,16,16,20,,,,,,,,,138.06297669999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0075865,138.06297669999998,138.5223772,138.522401,139.02157139999997,139.3465202,139.30596680000002,139.30604720000002,140.62280859999998,140.62280859999998,141.4214611,142.4562689,space,1,1.8263760000000389,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,17,17,4,,,,,,,,,142.512111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.45737279999997,142.512111,142.9724208,142.9724427,143.47145819999997,143.9666494,143.7558322,143.75586099999998,145.07364080000002,145.07364080000002,145.88831169999997,145.92369430000002,right,1,0.8482468999999924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,18,18,12,,,,,,,,,145.99210010000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.9247696,145.99210010000002,146.4393826,146.4394049,146.93837079999997,147.3567324,147.2224519,147.2224774,148.54017670000002,148.54017670000002,149.35513759999998,149.6563544,right,1,1.10708139999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,19,19,23,,,,,,,,,149.7465977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.65753560000002,149.7465977,150.1722767,150.17229939999999,150.67156719999997,151.1028637,150.95578899999998,150.95581249999998,152.27389490000002,152.27389490000002,153.0881266,153.9730419,space,1,1.6881071999999904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
2,condition_1/rightstar.PNG,left,,,,,0,20,20,5,,,,,,,,,154.02768650000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.97411110000002,154.02768650000002,154.4889763,154.48900020000002,154.9881904,155.39790299999999,155.2726702,155.27269819999998,156.59026790000001,156.59026790000001,157.4049061,157.8075412,right,0,1.2128392999999846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
1,condition_1/blank.PNG,space,,,,,0,21,21,8,,,,,,,,,157.8605667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.80901089999998,157.8605667,158.32278179999997,158.3228127,158.8215212,159.24693050000002,159.10593790000001,159.10596370000002,160.42295940000002,160.42295940000002,161.2216226,161.90635199999997,space,1,1.4690954000000147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
2,condition_1/rightstar.PNG,right,,,,,0,22,22,13,,,,,,,,,161.9621778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.90741250000002,161.9621778,162.42260699999997,162.4226304,162.9216856,163.41930580000002,163.2058596,163.20588600000002,164.5239681,164.5239681,165.33834689999998,165.70656300000002,right,1,1.177833000000021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,23,23,15,,,,,,,,,165.76357939999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.70760819999998,165.76357939999997,166.2225661,166.2226003,166.72178580000002,167.1280476,167.0059159,167.0059404,168.32340269999997,168.32340269999997,169.1380985,169.8233781,space,1,1.4859369000000129,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
8,condition_1/blank.PNG,space,,,,,0,24,24,10,,,,,,,,,169.9145775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8242798,169.9145775,170.33895669999998,170.3389808,170.8381215,171.21984659999998,171.12256229999997,171.12258659999998,172.43950890000002,172.43950890000002,173.2383471,173.68996449999997,space,1,1.2337387000000035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
1,condition_1/leftstar.PNG,left,,,,,1,0,25,0,,,,,,,,,173.76004769999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.6909127,173.76004769999997,174.2055783,174.20560189999998,174.70488310000002,175.284983,174.98920449999997,174.98923459999997,176.30704809999997,176.30704809999997,177.12163929999997,177.3730819,left,1,1.059421499999985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,1,26,22,,,,,,,,,177.4514507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.37410849999998,177.4514507,177.88914490000002,177.8891688,178.3882615,178.81585359999997,178.67256809999998,178.6725927,179.9904093,179.9904093,180.80484080000002,181.1064738,left,1,1.098802399999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
9,condition_1/rightstar.PNG,space,,,,,1,2,27,7,,,,,,,,,181.16437150000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.1076076,181.16437150000002,181.62255629999999,181.6225796,182.12151769999997,182.53887179999998,182.405984,182.4060152,183.7237434,183.7237434,184.53817349999997,185.04006729999998,space,1,1.3020435999999904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-11_13h32.29.525,untitled,2023.2.2,60.55809125741306,2023-11-11 13h32.58.287545 +0800,
