stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,condition_1/leftstar.PNG,space,,,,,0,7,7,18,,,,,,,,,110.27201089863235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.17641500136409,110.27201089863235,110.6904322074538,110.6904445267063,111.1863244879097,111.69015787873286,111.47031060140785,111.47032983146056,112.79904444666124,112.79904444666124,,113.4258978932275,left,0,0.6090950938126412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,8,8,23,,,,,,,,,113.53443020752832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.42755017541413,113.53443020752832,113.94043611355823,113.94044783187161,114.4364416710435,114.94570995551845,114.7204941883175,114.7205191272921,116.04903933867848,116.04903933867848,,116.52477011072904,right,0,0.47187334366145706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,9,9,21,,,,,,,,,116.62276405566615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5253491155978,116.62276405566615,117.04034194639382,117.0403533642376,117.53640519403723,118.03422498680936,117.82032700704661,117.82034593662974,119.14929251434137,119.14929251434137,,119.77559520017883,right,1,0.6199375383849883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,10,10,16,,,,,,,,,119.87270035611652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.7767721394996,119.87270035611652,120.29037650039481,120.29038851917772,120.78643433958587,121.28875306328729,121.07044358924122,121.07046552352011,122.39897011048868,122.39897011048868,,122.85783792911559,space,0,0.45000426666797466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,11,11,14,,,,,,,,,122.95238488710152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.8583937978272,122.95238488710152,123.37376101371223,123.3737727320256,123.86980292801587,124.3802646776382,124.15364451564903,124.15366104147557,125.48253430461125,125.48253430461125,,125.87456507029185,right,0,0.3899304833594215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,12,12,15,,,,,,,,,125.96902278881436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.87504762442745,125.96902278881436,126.39044458680024,126.39045660558321,126.88642460437171,127.38662441663831,127.1703301920241,127.17034852066809,128.49905562412937,128.49905562412937,,128.99179748110345,right,0,0.4773761434369703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,13,13,2,,,,,,,,,129.08905437417593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.99276679594868,129.08905437417593,129.5071307439266,129.50714276270952,130.00309573801934,130.50518550390547,130.2869754852884,130.28699411440198,131.6158382319889,131.6158382319889,,131.9577936399004,left,0,0.3286578264512059,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,14,14,19,,,,,,,,,132.05277477642056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.95833839123782,132.05277477642056,132.47374496863694,132.47375668695037,132.96977636650553,133.47619019002894,133.25385953167608,133.25389078051177,134.58258165861605,134.58258165861605,,135.0078948380529,left,0,0.4186379473841271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,15,15,4,,,,,,,,,135.10285854733775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.00839211519758,135.10285854733775,135.52388402595574,135.5239086644608,136.01976699185485,136.52032195915774,136.30389312417446,136.30394991292388,137.63235234023728,137.63235234023728,138.43657267577765,138.5870817914236,space,0,0.9515772248870462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
2,condition_1/blank.PNG,space,,,,,0,16,16,9,,,,,,,,,138.68340752928674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.5876097164649,138.68340752928674,139.09044554830285,139.0904569661467,139.6032058901651,140.01616346025565,139.88721814451623,139.88725420086507,141.20815300151077,141.20815300151077,142.00303924973946,142.8711436232544,space,1,1.6562847417944795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,17,17,24,,,,,,,,,142.9807798627695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.87227489119994,142.9807798627695,143.37383162406206,143.37384304190584,143.8864014682145,144.3878226892988,144.1701393938447,144.17015081168847,145.49902497623282,145.49902497623282,,145.8580353376256,left,0,0.35717990074886075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,18,18,7,,,,,,,,,145.95644903855742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.85860953498127,145.95644903855742,146.37366185875283,146.37367237518794,146.86972180123092,147.37405427201628,147.15373075041674,147.15374967999986,148.48251898066297,148.48251898066297,,148.9080373808187,right,0,0.4216285210526962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,19,19,6,,,,,,,,,149.00598895954596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.90863291151408,149.00598895954596,149.42387182689106,149.4238829442653,149.91978363786922,150.42669323618952,150.2041246059341,150.20415315054368,151.53250359662076,151.53250359662076,,151.92451182708334,right,0,0.3805855791430872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
2,condition_1/rightstar.PNG,left,,,,,0,20,20,5,,,,,,,,,152.02623129426667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.92508061598664,152.02623129426667,152.4404829868118,152.44050672390813,152.93659851616104,153.44493203979175,153.22025892064113,153.22027214130242,154.5492908317118,154.5492908317118,,155.32504317747777,space,0,0.7633453561225565,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,21,21,3,,,,,,,,,155.43433447792205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.3258664641101,155.43433447792205,155.84048430887788,155.8404984309479,156.33649347199804,156.83056761106252,156.62015057131282,156.62016198915666,157.9490346513531,157.9490346513531,,158.30931659998242,left,0,0.35585933697183236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
2,condition_1/blank.PNG,space,,,,,0,22,22,20,,,,,,,,,158.41499896037527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3107312107361,158.41499896037527,158.82385121467826,158.8238626325221,159.31979036838771,159.71946928660105,159.60349764612135,159.60350966490427,160.9249075455121,160.9249075455121,161.73635808040802,161.80403674863072,space,1,0.875784976761679,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
9,condition_1/blank.PNG,space,,,,,0,23,23,11,,,,,,,,,161.90629946480357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.8047668896952,161.90629946480357,162.30720910639144,162.3072211251744,162.81986939188562,163.1736852352857,163.10386091383612,163.10388435046286,164.42489702907704,164.42489702907704,165.23631992077213,165.3540574209374,space,1,0.9275014993431796,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
2,condition_1/rightstar.PNG,right,,,,,0,24,24,13,,,,,,,,,165.45243987303354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.35473528029604,165.45243987303354,165.8571726894791,165.8571853092012,166.3698104397552,166.86792349083146,166.653674863076,166.6536838771632,167.98333715931255,167.98333715931255,168.78636583252302,168.82114668804405,space,0,0.833815687155834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,0,25,19,,,,,,,,,168.96950203778465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.82255739269328,168.96950203778465,169.32353271693,169.3235456371217,169.83650008232866,170.34253381184112,170.12019203611402,170.12020255254907,171.44925970306394,171.44925970306394,,171.7757147870692,left,0,0.3107949102858356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
2,condition_1/leftstar.PNG,left,,,,,1,1,26,1,,,,,,,,,171.87689521183705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.77629018630313,171.87689521183705,172.2902866599922,172.2902995801839,172.7866236354174,173.29033473512402,173.071244040186,173.07128219982184,174.3992083828607,174.3992083828607,,174.90791058265853,left,1,0.4980956238409817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
