stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,condition_1/rightstar.PNG,right,,,,,0,1,1,21,,,,,,,,,113.0351991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.98070900000005,113.0351991,113.4945431000001,113.49457360000008,113.99353680000002,114.41188,114.27856919999999,114.27860120000003,115.59562249999999,115.59562249999999,116.41039450000005,116.47892550000006,right,1,0.876115200000072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/blank.PNG,space,,,,,0,2,2,8,,,,,,,,,116.53743540000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.48005920000003,116.53743540000005,116.99444570000003,116.99446820000003,117.49406840000006,117.93423400000006,117.77789270000005,117.777917,119.09491280000009,119.09491280000009,,119.54569270000002,space,1,0.43479760000002443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,3,3,24,,,,,,,,,119.61721420000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.54677550000008,119.61721420000003,120.06096000000002,120.06098259999999,120.5602242,121.13742390000004,120.8446044000001,120.84462910000002,122.16236300000003,122.16236300000003,,122.56259390000002,left,0,0.38925529999994524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/blank.PNG,space,,,,,0,4,4,20,,,,,,,,,122.62023380000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.56364960000008,122.62023380000005,123.07790110000008,123.07792260000008,123.5772052000001,123.94333870000003,123.86158020000005,123.86161000000004,125.17816400000004,125.17816400000004,125.97693350000009,126.3785855000001,space,1,1.1936940000000504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,5,5,0,,,,,,,,,126.4342977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.37965370000006,126.4342977,126.89433600000007,126.89436020000005,127.39372130000004,127.91781400000002,127.6782197,127.67825090000008,128.9959775000001,128.9959775000001,129.8102838000001,129.86256390000005,left,1,0.8611594000000196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/blank.PNG,space,,,,,0,6,6,10,,,,,,,,,129.92182330000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.8639866000001,129.92182330000003,130.37772000000007,130.37774480000007,130.8770849,131.24739970000007,131.16136530000006,131.16142430000002,132.47823770000002,132.47823770000002,133.2769929000001,134.7121634,space,1,2.221230300000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,7,7,12,,,,,,,,,134.7713271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7132534000001,134.7713271,135.2278821,135.22790350000002,135.72697470000003,136.25334840000005,136.0110055,136.0110284000001,137.32955330000004,137.32955330000004,138.14365280000004,138.4626611,right,1,1.1267526000000316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/rightstar.PNG,left,,,,,0,8,8,5,,,,,,,,,138.5188151000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.46378600000003,138.5188151000001,138.97762870000008,138.97765230000005,139.4769973,139.90169960000003,139.76173800000004,139.7617705,141.07971410000005,141.07971410000005,141.89368520000005,142.14460300000007,right,0,1.0488067,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/blank.PNG,space,,,,,0,9,9,11,,,,,,,,,142.2234605000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1453792000001,142.2234605000001,142.66128260000005,142.6613125,143.1602401,143.54451840000002,143.44527690000007,143.44530870000006,144.76144650000003,144.76144650000003,,145.2298813,space,1,0.450887600000101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/blank.PNG,space,,,,,0,10,10,9,,,,,,,,,145.28417420000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.23092860000008,145.28417420000005,145.74445330000003,145.74448840000002,146.24397550000003,146.57220670000004,146.5281675,146.52820310000004,147.8449438,147.8449438,,148.5295602,space,1,0.6832887000000483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,11,11,3,,,,,,,,,148.5839502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.53066650000005,148.5839502,149.04455010000004,149.04460210000002,149.54371630000003,150.10330810000005,149.8278712,149.82789560000003,151.14618080000002,151.14618080000002,,151.4465312000001,space,1,0.29116080000005695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,12,12,17,,,,,,,,,151.50177250000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.4476327000001,151.50177250000002,151.96146350000004,151.96148570000003,152.4604022000001,152.86246830000005,152.74527220000004,152.74530500000003,154.06265040000005,154.06265040000005,,154.52942100000007,left,1,0.45329770000000735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,13,13,16,,,,,,,,,154.58372450000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5306184000001,154.58372450000002,155.0446118000001,155.0446479000001,155.5437359,155.95400860000007,155.8277028,155.82772810000006,157.1459016,157.1459016,,157.71275330000003,left,1,0.5504352000000381,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/rightstar.PNG,right,,,,,0,14,14,13,,,,,,,,,157.8124461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.7138232000001,157.8124461,158.22775940000008,158.2278013,158.72748250000006,159.19250540000007,159.0110869,159.01110730000005,160.3304948,160.3304948,,160.9793734000001,right,1,0.6331049000000348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,15,15,2,,,,,,,,,161.0766480000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.98042780000003,161.0766480000001,161.49445320000007,161.4944941,161.9938843,162.4302183000001,162.27849020000008,162.2785229000001,163.59555890000001,163.59555890000001,,163.84569710000005,space,1,0.23504570000000058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,16,16,18,,,,,,,,,163.91367880000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.84671330000003,163.91367880000007,164.36094880000007,164.36097040000004,164.8601453,165.2665081,165.14434600000004,165.14437050000004,166.46238300000005,166.46238300000005,,166.7454669,space,1,0.28097379999996974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,17,17,6,,,,,,,,,166.80017770000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.74631140000008,166.80017770000006,167.26094,167.26098460000003,167.76025830000003,168.1658291,168.04474800000003,168.04477380000003,169.36230310000008,169.36230310000008,,169.7125695000001,space,1,0.3345654999999397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,18,18,14,,,,,,,,,169.7713887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.71360000000004,169.7713887,170.22790440000006,170.22793160000003,170.72698420000006,171.15170380000006,171.01169790000006,171.0117236000001,172.32905700000003,172.32905700000003,,172.62922420000007,space,1,0.28472499999998035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,19,19,7,,,,,,,,,172.68474000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.6303372000001,172.68474000000003,173.14463460000002,173.14465810000002,173.64364540000008,174.06370900000002,173.92766310000002,173.92768020000005,175.24573380000004,175.24573380000004,,175.56353250000006,space,1,0.3160302999999658,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,20,20,15,,,,,,,,,175.6202611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.5645819,175.6202611,176.0776872,176.07771990000003,176.5770807,176.98451210000007,176.86202780000008,176.86206030000005,178.1789136000001,178.1789136000001,,178.4464769,space,1,0.2648406000000705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,21,21,19,,,,,,,,,178.50577570000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.4473862000001,178.50577570000007,178.9610097000001,178.96103190000008,179.4602784,179.86732670000004,179.74421230000007,179.7442311000001,181.0625668,181.0625668,,181.3951830000001,space,1,0.32415780000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,22,22,4,,,,,,,,,181.4512473000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.39571180000007,181.4512473000001,181.9110594,181.91108910000003,182.4103282000001,182.80438000000004,182.69424390000006,182.69426270000008,184.01230800000008,184.01230800000008,,184.39531680000005,right,1,0.37899289999995744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,23,23,1,,,,,,,,,184.44517940000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.39641330000006,184.44517940000003,184.91125810000005,184.9112857,185.41015260000006,185.81421050000006,185.6943857,185.6944039,187.01242620000005,187.01242620000005,,187.4454174,left,1,0.42213390000006257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,24,24,22,,,,,,,,,187.50093030000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.44587230000002,187.50093030000005,187.96091610000008,187.96093300000007,188.4601772000001,188.88126120000004,188.7443148000001,188.74433180000005,190.06236280000007,190.06236280000007,,190.42941110000004,left,1,0.3643385999999964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/blank.PNG,space,,,,,1,0,25,8,,,,,,,,,190.49373300000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4300704000001,190.49373300000002,190.94423860000006,190.94428010000001,191.44383700000003,191.86911370000007,191.7276518,191.72766550000006,193.0447428,193.0447428,,193.4788406,space,1,0.4236776000000191,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,1,26,24,,,,,,,,,193.53645690000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.4794084,193.53645690000008,193.9941867,193.99420020000002,194.49342590000003,195.04640110000003,194.7777582,194.77777930000002,196.0955169,196.0955169,,196.37870840000005,space,1,0.27647109999998065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
1,condition_1/rightstar.PNG,right,,,,,1,2,27,21,,,,,,,,,196.43205020000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.3791046,196.43205020000005,196.8943862000001,196.8944063,197.39357170000005,197.80750320000004,197.6775897,197.6776086000001,198.99624100000005,198.99624100000005,,199.04516350000006,space,0,0.03982439999992948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2023-11-11_13h42.51.152,untitled,2023.2.2,60.14845842508881,2023-11-11 13h43.11.080224 +0800,
