stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,image_9.stopped,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,condition_1/leftstar.PNG,left,,,,,0,0,0,1,,,,,,,,,145.11630480000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.98841029999994,145.11630480000008,145.4850879999999,145.48511439999993,145.9845739,146.51601619999997,146.2689018000001,146.26892799999996,147.59819650000009,147.59819650000009,148.02102579999996,left,1,0.4093030000001363,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,1,1,2,,,,,,,,,148.07698030000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.02256880000004,148.07698030000006,148.53521150000006,148.5352444,149.03439350000008,149.45202590000008,149.31881569999996,149.31884749999995,150.63676480000004,150.63676480000004,151.03660020000007,left,0,0.3943460000000414,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,2,2,19,,,,,,,,,151.09310619999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.03764389999992,151.09310619999997,151.5519601000001,151.55198599999994,152.0511065999999,152.4691754999999,152.33563159999994,152.3356566,153.6534319,153.6534319,154.16955639999992,left,0,0.5010506999999507,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,3,3,4,,,,,,,,,154.22484050000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.170564,154.22484050000003,154.68515090000005,154.68519229999993,155.1848109,155.58925109999996,155.46896289999995,155.46899469999994,156.78669779999996,156.78669779999996,157.28703919999998,right,1,0.4836801999999807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/blank.PNG,space,,,,,0,4,4,11,,,,,,,,,157.34659409999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.28808690000005,157.34659409999995,157.8019994000001,157.8020242,158.3011403999999,158.6958287,158.58535830000005,158.58538449999992,159.9021941000001,159.9021941000001,162.0691597,space,1,2.1541677000000163,None,160.70105009999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/blank.PNG,space,,,,,0,5,5,9,,,,,,,,,162.12884570000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0702593000001,162.12884570000006,162.58512739999992,162.58514850000006,163.08447479999995,163.4101129999999,163.3688279999999,163.3688598000001,164.6865691999999,164.6865691999999,165.370142,space,1,0.672868100000187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,6,6,6,,,,,,,,,165.4303460000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.3712038000001,165.4303460000001,165.88524110000003,165.88526810000008,166.3846016,166.9372796,166.6691326,166.66916429999992,167.98681669999996,167.98681669999996,168.5863085000001,right,0,0.5859525999999278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,7,7,3,,,,,,,,,168.64739090000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.58714409999993,168.64739090000012,169.1017498000001,169.10177479999993,169.6011301000001,170.0933748,169.88550970000006,169.88553619999993,171.20317279999995,171.20317279999995,171.73620260000007,left,0,0.5285164000001714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/blank.PNG,space,,,,,0,8,8,8,,,,,,,,,171.78921979999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.73708579999993,171.78921979999996,172.2519582,172.25198309999996,172.7513100000001,173.1349631999999,173.03524560000005,173.03527050000002,174.3522117,174.3522117,183.7529603999999,space,1,9.394183200000043,None,175.15109310000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,9,9,0,,,,,,,,,183.8655665000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.7540977000001,183.8655665000001,184.26852929999995,184.26856900000007,184.76798099999996,185.3216526000001,185.05318809999994,185.0532207000001,186.3699962999999,186.3699962999999,186.9028462000001,left,1,0.5311519999997927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,10,10,21,,,,,,,,,186.9549108000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.90352269999994,186.9549108000001,187.41860569999994,187.418631,187.91786219999995,188.31985609999992,188.20231809999996,188.20234879999998,189.52023340000005,189.52023340000005,189.9528325000001,right,1,0.4264967000001434,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,11,11,24,,,,,,,,,190.00385529999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.95331770000007,190.00385529999994,190.46846800000003,190.4685053999999,190.96778960000006,191.39412599999991,191.25192650000008,191.25195039999994,192.57004189999998,192.57004189999998,193.1866685,left,0,0.6136890999998741,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,12,12,7,,,,,,,,,193.2401847000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.18778810000003,193.2401847000001,193.7018986999999,193.70192169999996,194.20106699999997,194.6071758999999,194.4854067000001,194.48543270000005,195.8031352999999,195.8031352999999,196.11998169999993,right,0,0.30258420000018305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,13,13,18,,,,,,,,,196.1942856999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.12099839999996,196.1942856999999,196.63513639999996,196.63517690000003,197.13472909999996,197.5777748999999,197.41916489999994,197.41919789999997,198.73657950000006,198.73657950000006,199.0701959999999,left,0,0.33178960000009283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,14,14,15,,,,,,,,,199.1238429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.07186619999993,199.1238429,199.5849937999999,199.58501849999993,200.08439679999992,200.49349189999998,200.36865310000007,200.36867989999996,201.6867110999999,201.6867110999999,202.0037746999999,right,0,0.30945390000010775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/blank.PNG,space,,,,,0,15,15,20,,,,,,,,,202.06954470000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0048652999999,202.06954470000005,202.51864969999997,202.51867310000011,203.01772630000005,203.43810770000005,203.3020735,203.3020994000001,204.61909349999996,204.61909349999996,206.9866892,space,1,2.350268099999994,None,205.4178139999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,16,16,23,,,,,,,,,207.04211770000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.98777130000008,207.04211770000006,207.5019838999999,207.50201489999995,208.0013864,208.5422911999999,208.28612240000007,208.28619189999995,209.60315149999997,209.60315149999997,210.23696210000003,right,0,0.6223613000001933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,17,17,17,,,,,,,,,210.29576900000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.23821930000008,210.29576900000006,210.75172810000004,210.75176710000005,211.25097269999992,211.66385590000004,211.53594049999992,211.5359744,212.85306949999995,212.85306949999995,213.2869465000001,left,1,0.41731370000002244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/rightstar.PNG,right,,,,,0,18,18,13,,,,,,,,,213.34165800000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.28795190000005,213.34165800000005,213.8016901000001,213.80171259999997,214.30088389999992,214.75296759999992,214.58540240000002,214.5854369000001,215.90339870000003,215.90339870000003,217.16963880000003,right,1,1.2539804000000458,None,216.71774950000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,19,19,16,,,,,,,,,217.23295789999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.17071340000007,217.23295789999997,217.68510530000003,217.68514499999992,218.18435750000003,218.61521310000012,218.46900180000011,218.46904339999992,219.7863729999999,219.7863729999999,220.17016910000007,left,1,0.37405660000013086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,20,20,22,,,,,,,,,220.2208877999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.1712649000001,220.2208877999999,220.68517380000003,220.68519500000002,221.18424860000005,221.59351629999992,221.47061400000007,221.4706467000001,222.78674980000005,222.78674980000005,223.1867423000001,left,1,0.38317289999986315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/blank.PNG,space,,,,,0,21,21,10,,,,,,,,,223.23948930000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.18783170000006,223.23948930000006,223.70182060000002,223.7018458,224.20118789999992,224.57712229999993,224.48581760000002,224.48584970000002,225.80237770000008,225.80237770000008,226.85258219999992,space,1,1.0448363999998946,None,226.60104709999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
2,condition_1/rightstar.PNG,left,,,,,0,22,22,5,,,,,,,,,226.90564859999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.8537377,226.90564859999995,227.36857929999996,227.3686199000001,227.8677209,228.39555889999997,228.15210309999998,228.15214579999997,229.46954950000008,229.46954950000008,229.93540940000003,right,0,0.45547949999991033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,23,23,14,,,,,,,,,229.99097140000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.93595619999996,229.99097140000003,230.45146969999996,230.45148910000012,230.9510722,231.36589120000008,231.23562110000012,231.2356545,232.55317259999993,232.55317259999993,239.88636939999992,space,1,7.3188264000000345,None,233.36759460000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,24,24,12,,,,,,,,,239.94946879999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.88753969999993,239.94946879999998,240.40187379999998,240.40191600000003,240.9011656,241.32843219999995,241.18589799999995,241.18593239999996,242.5033436000001,242.5033436000001,242.8199201,right,1,0.3071666999999252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,0,25,24,,,,,,,,,242.88239980000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.82108100000005,242.88239980000003,243.3352007000001,243.33522510000012,243.8343698000001,244.23877489999995,244.11858310000002,244.1186083,245.4365554000001,245.4365554000001,245.65350549999994,space,1,0.21178949999989527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
1,condition_1/leftstar.PNG,left,,,,,1,1,26,16,,,,,,,,,245.7070146000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.65461660000005,245.7070146000001,246.16838559999997,246.1684247999999,246.66768649999995,247.0808939000001,246.95230229999993,246.9523362,248.27027320000002,248.27027320000002,248.6537843000001,left,1,0.3765880000000834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
9,condition_1/leftstar.PNG,space,,,,,1,2,27,19,,,,,,,,,248.7083126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.65484289999995,248.7083126,249.1686959000001,249.16873099999998,249.66797700000006,250.07149800000002,249.9519846999999,249.95201040000006,251.26997649999998,251.26997649999998,251.38750170000003,space,1,0.10896370000000388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-11_13h52.17.523,untitled,2023.2.2,59.89498014188146,2023-11-11 13h52.27.623043 +0800,
