stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,condition_1/leftstar.PNG,left,,,,,0,0,0,0,,,,,,,,,79.89092173248355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.73747943285775,79.89092173248355,80.22675537329746,80.22676739208032,80.73927353668319,81.24368983847967,81.02315869240465,81.0231734154138,82.35203946727961,82.35203946727961,83.12744447021805,left,1,0.7632173560841693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/rightstar.PNG,right,,,,,0,1,1,13,,,,,,,,,83.22810898872763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.12822058312736,83.22810898872763,83.64360582718678,83.64363947977904,84.13934216393386,84.64201844642821,84.42327419290882,84.42329372343102,85.75199301468342,85.75199301468342,86.9901650299089,right,1,1.2265753920225961,None,86.55585248626562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_1/blank.PNG,space,,,,,0,2,2,8,,,,,,,,,87.0869760261337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.99091109586061,87.0869760261337,87.49343504028093,87.49345096516845,88.00596191728437,88.4118596542678,88.2900402749417,88.29006010593366,89.6110851038004,89.6110851038004,91.72361216108538,space,1,2.104141852887551,None,90.42260054012422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,3,3,15,,,,,,,,,91.82966530093245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.72436633971574,91.82966530093245,92.22668356106942,92.22669557985228,92.7393934240431,93.25076769976135,93.02346547183947,93.02348980987495,94.3520617020281,94.3520617020281,94.91082333470763,space,1,0.5478503805748005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,4,4,16,,,,,,,,,95.00888428435974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.91140474333292,95.00888428435974,95.42670375262469,95.42671607187731,95.92262307534224,96.41861991920973,96.20667108557268,96.20669031562534,97.5355479543432,97.5355479543432,97.94529500703698,left,1,0.40361987714391034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/blank.PNG,space,,,,,0,5,5,20,,,,,,,,,98.04294701759909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.94638661299882,98.04294701759909,98.46004926499131,98.46006158424393,98.95598871917036,99.33798981047585,99.24002651343517,99.24004874818365,100.56111040333849,100.56111040333849,101.11076510370413,space,1,0.5391463779594687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,6,6,14,,,,,,,,,101.21087826054577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.11124104750911,101.21087826054577,101.62663200049042,101.6266440192735,102.12268232794213,102.62851924988377,102.40679734288756,102.4068192771665,103.73536322564905,103.73536322564905,104.27756718199203,space,1,0.5401364252054464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,7,7,22,,,,,,,,,104.37384724847993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.27816631832229,104.37384724847993,104.79338990975111,104.7934028299428,105.28929000241578,105.78362524954014,105.57306488580366,105.57307570270837,106.90210521002223,106.90210521002223,107.27817533240955,left,1,0.37323068491446065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,8,8,18,,,,,,,,,107.37741201950416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.27870025275502,107.37741201950416,107.79341334637775,107.79342506469129,108.28921698830936,108.79391723385311,108.5730955337001,108.57310875436133,109.9020889846654,109.9020889846654,111.40741661067932,space,1,1.4938635098933446,None,110.70609508539951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,9,9,21,,,,,,,,,111.51313352507304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.40851843260657,111.51313352507304,111.91000425464927,111.91001597296258,112.4226762584567,112.92401004289513,112.70647427800168,112.70648779913267,114.03551850832491,114.03551850832491,114.6442413203356,right,1,0.6001600300951395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,10,10,12,,,,,,,,,114.73934685125914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.64471666320128,114.73934685125914,115.16006945654681,115.1600817757992,115.6560086102561,116.1605123486986,115.94008576603528,115.94010709937493,117.2687931699661,117.2687931699661,117.67800087977503,right,1,0.4064587136776936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/rightstar.PNG,left,,,,,0,11,11,5,,,,,,,,,117.77436117163916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.67890138708776,117.77436117163916,118.19339123181726,118.19340355106965,118.6894310428338,119.19280411426985,118.97334083706028,118.97336066805201,120.30201458839883,120.30201458839883,120.84468998150328,right,0,0.5409690263943503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,12,12,23,,,,,,,,,120.94122995417251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.84549974700462,120.94122995417251,121.36016807066085,121.36018159179184,121.85604382529027,122.36311387436285,122.1400464646149,122.14006809842431,123.46892363385518,123.46892363385518,124.16132992640905,space,1,0.6781691427363512,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,13,13,19,,,,,,,,,124.26577615497513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.16228391730601,124.26577615497513,124.67663614697062,124.67664906716232,125.17282919746981,125.68431885350424,125.45663082264969,125.45664764894582,126.78538329701655,126.78538329701655,128.17373691605258,space,1,1.3772440570123763,None,127.58929625218298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,14,14,24,,,,,,,,,128.2761468623164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.17455178953674,128.2761468623164,128.67666529251915,128.6766764098934,129.18936073295345,129.69349669663757,129.47334774786054,129.47336968213926,130.80206176212187,130.80206176212187,134.59058857182004,space,1,3.7852513908735546,None,131.60602850134205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/rightstar.PNG,space,,,,,0,15,15,6,,,,,,,,,134.6881873992677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.59154917304772,134.6881873992677,135.09344904216323,135.09346106094608,135.60605584407313,136.09899541002687,135.88991275565468,135.88992567584637,137.2187977371036,137.2187977371036,143.80712557585002,space,1,6.584515180323933,None,138.0226454903725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/blank.PNG,space,,,,,0,16,16,9,,,,,,,,,143.929609894343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.8079750033353,143.929609894343,144.3101431917803,144.31015491009362,144.8226814866273,145.22789054734744,145.10646298034567,145.10647379725037,146.42783652291814,146.42783652291814,151.4737311470367,space,1,5.0391076173843885,None,147.2394460062187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/leftstar.PNG,space,,,,,0,17,17,3,,,,,,,,,151.58014815553747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.47455473413856,151.58014815553747,151.97679864091606,151.97681065969914,152.48951331140324,152.99224728405557,152.77326836379893,152.77328038258202,154.10225610584234,154.10225610584234,155.17367051227666,space,1,1.0604508726237327,None,154.90600800931702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/blank.PNG,space,,,,,0,18,18,10,,,,,,,,,155.27824594275944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.17438893502776,155.27824594275944,155.67687592169045,155.6768963536215,156.18943044189473,156.55816760433208,156.47356709064934,156.47358932539782,157.79445717767726,157.79445717767726,158.34415244143565,space,1,0.5360975131936812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/blank.PNG,space,,,,,0,19,19,11,,,,,,,,,158.4399836063801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3446259814839,158.4399836063801,158.86018279367,158.86019601433122,159.35609340276983,159.7084982410513,159.6402988590571,159.6403219952142,160.9610594436988,160.9610594436988,163.75720255615488,space,1,2.794808727078589,None,161.75603252763426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,20,20,4,,,,,,,,,163.85520912081415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.75802223715232,163.85520912081415,164.26018051010124,164.26019252888432,164.7727536594191,165.27762877825467,165.05679926589278,165.0568196978238,166.38552439752857,166.38552439752857,167.0943504508848,right,1,0.7066999306516664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,21,21,17,,,,,,,,,167.19531393662032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0949117280486,167.19531393662032,167.61017768568718,167.6101900049398,168.10618865162473,168.60067954198826,168.38967268046508,168.3896834973698,169.7189260376117,169.7189260376117,170.24424450531296,left,1,0.5168133759439115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
9,condition_1/rightstar.PNG,space,,,,,0,22,22,7,,,,,,,,,170.3428610232072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.2448211064252,170.3428610232072,170.7601802096317,170.76019162747548,171.25620830233493,171.77045386530085,171.54002164582812,171.54003636883726,172.8687771248908,172.8687771248908,173.51126911136726,space,1,0.6302944241258501,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,23,23,1,,,,,,,,,173.61008634293694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.51207467029485,173.61008634293694,174.02689292826835,174.02690464658167,174.5228807580488,175.02807437463275,174.80686326591194,174.80688489972135,176.13552169330228,176.13552169330228,176.99070437279397,left,1,0.8520953546201326,None,176.93955273301117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/leftstar.PNG,space,,,,,0,24,24,2,,,,,,,,,177.0915864312749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.9916682791868,177.0915864312749,177.49353479617957,177.49354831731034,178.00607519431378,178.50841915745946,178.2901274111182,178.2901454392927,179.61882009203987,179.61882009203987,180.24480968858143,space,1,0.6164064199531367,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
8,condition_1/blank.PNG,space,,,,,1,0,25,10,,,,,,,,,180.34372126759718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.24578801751386,180.34372126759718,180.76010749599482,180.76011921430813,181.25623023661387,181.65473461926308,181.5402328759385,181.54025511068699,182.8610799958176,182.8610799958176,185.85728957214337,space,1,2.990820354049447,None,183.65603445063948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
1,condition_1/blank.PNG,space,,,,,1,1,26,8,,,,,,,,,185.96347041155923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.8582108118569,185.96347041155923,186.36020623029685,186.36022005189716,186.87269314484683,187.248225426697,187.15672823488558,187.15674446024263,188.47775443463047,188.47775443463047,190.35705640775404,space,1,1.8700814633107257,None,189.28941650010643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-09_18h02.45.511,untitled,2023.2.2,59.95906793071105,2023-11-09 18h02.57.998173 +0800,
