stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_7.stopped,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,condition_1/leftstar.PNG,space,,,,,0,0,0,1,,,,,,,,,85.75394869998854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.68267289998767,85.75394869998854,86.19377449998865,86.19378469999356,86.67700699999114,87.12976579999668,86.96130379999522,86.96131689999311,88.29338659999485,88.29338659999485,88.59578119999787,space,1,0.298468299995875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,1,1,15,,,,,,,,,88.67215509999369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.59630319999997,88.67215509999369,89.11074029999145,89.1107503999956,89.6108940999984,90.0847444999963,89.89412769999763,89.89413839999179,91.20972479999182,91.20972479999182,91.52780809999967,right,1,0.3069452000054298,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/blank.PNG,space,,,,,0,2,2,8,,,,,,,,,91.61054819999845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5282911999966,91.61054819999845,92.04399520000152,92.04401069998858,92.52753819999634,92.84973929999978,92.81146609999996,92.81147729999793,94.22318489999452,94.22318489999452,94.41092019999633,space,1,0.17955529999744613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,3,3,5,,,,,,,,,94.48209799999313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.41129099999671,94.48209799999313,94.92761769999925,94.92762819999189,95.41170929999498,95.88015569999698,95.71134639999946,95.7113568999921,97.05236079999304,97.05236079999304,97.54531839999254,right,0,0.4879561999987345,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/blank.PNG,space,,,,,0,4,4,11,,,,,,,,,97.6273693999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.54574909999792,97.6273693999974,98.0606117999996,98.06062249999377,98.56064809999953,98.88324749999447,98.84468840000045,98.84470049999072,100.2547487999982,100.2547487999982,102.54502409999259,space,1,2.275985700005549,None,101.06056159999571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,5,5,19,,,,,,,,,102.62826949999726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5454541999934,102.62826949999726,103.0621664999926,103.06217710000055,103.54387719999067,104.02711640000052,103.82779769999615,103.82780739999725,105.20329579999088,105.20329579999088,105.62743999999657,left,1,0.41947809999692254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,6,6,22,,,,,,,,,105.71060589999252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.62785219999205,105.71060589999252,106.14331780000066,106.14332799999102,106.6280151999963,107.09383789999993,106.91291790000105,106.91292789998988,108.22670339999604,108.22670339999604,108.54476540000178,space,1,0.3114067000133218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,7,7,3,,,,,,,,,108.62724159999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5451325999893,108.62724159999925,109.06063849999919,109.06065020000096,109.56110320000153,,109.86057989999244,109.86059039999964,111.16007469999022,111.16007469999022,111.59497159998864,left,1,0.42526010000437964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,8,8,21,,,,,,,,,111.67708429999766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.59540949999064,111.67708429999766,112.11018249999324,112.11019279999891,112.61016299999028,113.07723689998966,112.89383659999294,112.89384549998795,114.20990509999683,114.20990509999683,114.86060989998805,space,1,0.6455998000019463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/blank.PNG,space,,,,,0,9,9,24,,,,,,,,,114.94401139998809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.86103029998776,114.94401139998809,115.36159979998774,115.36160979999113,115.86106329999166,116.19410149999021,116.1441565999994,116.14416649998748,117.55822009999247,117.55822009999247,118.5112594999955,space,1,0.9393547000072431,None,118.36042279998946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,10,10,6,,,,,,,,,118.59317929999088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.51163959999394,118.59317929999088,119.02692989999196,119.02694079998764,119.52681559999473,120.01054069999373,119.81019150000066,119.81020069999795,121.16942159998871,121.16942159998871,121.62796969999908,right,1,0.4449095000018133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,11,11,16,,,,,,,,,121.69791719999921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.6283434999932,121.69791719999921,122.14382129999285,122.14383299999463,122.6278922999918,123.12736169999698,122.9276389000006,122.92764929999248,124.22656709999137,124.22656709999137,124.79443719999108,space,1,0.5611460999934934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,12,12,18,,,,,,,,,124.87725539998792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.79488609998953,124.87725539998792,125.30999199999496,125.31000199999835,125.79416729998775,126.27782129999832,126.07736260000092,126.07737289999204,127.3942340999929,127.3942340999929,127.87765239999862,left,1,0.47576489999482874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,13,13,4,,,,,,,,,127.96014919999288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.8780187999946,127.96014919999288,128.3940617999906,128.39407169999322,128.8934930999967,129.37794589999248,129.1772406999953,129.1772493999888,130.47645940000075,130.47645940000075,130.76191119999567,space,1,0.2844757000129903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,14,14,2,,,,,,,,,130.8433595999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.76237919999403,130.8433595999959,131.27803359999962,131.27804379998997,131.77731769999082,132.27835379999306,132.06086279999,132.06087429999025,133.35970200000156,133.35970200000156,133.86077329999534,left,1,0.4994216999912169,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_1/blank.PNG,space,,,,,0,15,15,9,,,,,,,,,133.9344795999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.8611874999915,133.9344795999932,134.377825699994,134.37783569999738,134.86050749999413,135.1817694999918,135.14437399999588,135.14438519999385,136.56029009999475,136.56029009999475,137.01156859999173,space,1,0.4500219999899855,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/blank.PNG,space,,,,,0,16,16,10,,,,,,,,,137.08276969999133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.01199049998831,137.08276969999133,137.52799439999217,137.52801129998988,138.02762899998925,138.36051980000047,138.31164549999812,138.3116575999884,139.62678500000038,139.62678500000038,143.64456919999793,space,1,4.0057174999965355,None,140.42780609999318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,17,17,13,,,,,,,,,143.71378409999306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.6450337999995,143.71378409999306,144.16013559998828,144.16014690000156,144.6441238999978,145.10387320000154,144.92756499999086,144.92757479999273,146.31010909999895,146.31010909999895,146.86218769999687,space,1,0.5511389000021154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,18,18,0,,,,,,,,,146.93797259998973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.86258689999522,146.93797259998973,147.3771745999984,147.37718489998952,147.87729959998978,148.32709929998964,148.16096689998813,148.16097679999075,149.4763632999966,149.4763632999966,150.07775729999412,space,1,0.5860742000077153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,19,19,23,,,,,,,,,150.14574779999384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0781990999967,150.14574779999384,150.59380370000144,150.59381310000026,151.0776729999925,151.5270465999929,151.36098479999055,151.36099639999156,152.6771019000007,152.6771019000007,153.07768119999673,right,1,0.39491020000423305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,20,20,14,,,,,,,,,153.16006539999216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0780592999945,153.16006539999216,153.59400279998954,153.59401570000045,154.07688559999224,154.54743919998873,154.36082560000068,154.3608455999929,155.67798179999227,155.67798179999227,156.12806569998793,right,1,0.43938039999920875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,21,21,7,,,,,,,,,156.2035404999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1284236999927,156.2035404999915,156.64704469998833,156.64705619998858,157.14354159998766,157.6275156999909,157.42690599999332,157.4269190999912,158.72619180000038,158.72619180000038,159.06075779999082,right,1,0.32434469999861903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,22,22,17,,,,,,,,,159.13428879999265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.06121479999274,159.13428879999265,159.57782269999734,159.57783359999303,160.06046300000162,160.52754659998755,160.34443440000177,160.34444669999357,161.65998799999943,161.65998799999943,161.92928329999268,space,1,0.26829999999608845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,23,23,20,,,,,,,,,162.01025700000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.9297254999983,162.01025700000173,162.4437016999873,162.44371149998915,162.9437930999993,163.42778729999554,163.22753839999496,163.22754859999986,164.54304079999565,164.54304079999565,165.04408809999586,left,1,0.4842637999972794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,24,24,12,,,,,,,,,165.11288010000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0445233999926,165.11288010000135,165.5449227999925,165.54493319999892,166.04462149999745,166.51054639999347,166.32758659998944,166.32760499999858,167.64283469998918,167.64283469998918,168.27761479999754,space,1,0.6186047000082908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_1/rightstar.PNG,space,,,,,1,0,25,21,,,,,,,,,168.35989300000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.27809100000013,168.35989300000074,168.7786982999969,168.77870899999107,169.27804989999277,169.7770892999979,169.5770410999976,169.5770507999987,170.89619949999906,170.89619949999906,171.27861529999063,space,1,0.36917560000438243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
2,condition_1/blank.PNG,space,,,,,1,1,26,9,,,,,,,,,171.3599669999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.27920729998732,171.3599669999967,171.79334879999806,171.7933597999945,172.2931733000005,172.62736759999825,172.57719969999744,172.57721540000057,173.99368200000026,173.99368200000026,175.24423019999813,space,1,1.2363431000121636,None,174.79303279999294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,001,2023-11-12_14h25.04.868,untitled,2023.2.3,60.08770401081217,2023-11-12 14h40.00.644612 +0800,
