stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,image_9.stopped,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,condition_1/leftstar.PNG,left,,,,,0,0,0,2,,,,,,,,,85.33404103869839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.20409918251312,85.33404103869839,85.69845982439983,85.69847394645694,86.18162107395551,86.7197081121003,86.46552129771499,86.46553511930279,87.79611535256913,87.79611535256913,88.5982548141942,88.7159624617691,left,1,0.9186350160314305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,1,1,15,,,,,,,,,88.8254778137973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.71679506220767,88.8254778137973,89.23153383269323,89.23154645240402,89.73226262098774,90.27439728111335,90.01688036544283,90.01691792410566,91.33527085955552,91.33527085955552,,91.86583504776104,right,1,0.5246975250643118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,2,2,4,,,,,,,,,91.97568211789985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.86642486900291,91.97568211789985,92.38166392087805,92.38167684105815,92.8816667753365,93.40818694719292,93.16572775017289,93.16574607880057,94.48422551182693,94.48422551182693,95.29840267513828,95.4662355132482,space,1,0.9758158267397903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,3,3,6,,,,,,,,,95.57648130615212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.46674000120788,95.57648130615212,95.98168609551249,95.98171734432003,96.48178029263909,97.0073374603794,96.76545997193011,96.76547289211021,98.08630770400282,98.08630770400282,,98.69922301642941,right,1,0.6041229796819607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,4,4,0,,,,,,,,,98.80741480117786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.69978819918833,98.80741480117786,99.21524208661504,99.21525981430386,99.7149964529599,100.24846167228588,99.99916169064454,99.99918242302647,101.31812668206476,101.31812668206476,102.1315538739957,102.68264792779837,space,1,1.357165156257679,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,5,5,21,,,,,,,,,102.7915055525225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.68319538286846,102.7915055525225,103.19851856614855,103.19853148632842,103.69837779628006,104.22505000560386,103.98216233935796,103.9821746585992,105.30123519925769,105.30123519925769,106.11508845666049,106.36665427731577,space,1,1.0620502162328194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,6,6,1,,,,,,,,,106.4786935714892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.36747606085942,106.4786935714892,106.88166557345926,106.88167999598568,107.38157317914852,107.90781421502243,107.66552718691332,107.6655401070932,108.9861648909432,108.9861648909432,109.79826971747161,109.81581021397324,space,1,0.8172458563028613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,7,7,17,,,,,,,,,109.9254595753107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.81643128402243,109.9254595753107,110.3318407019924,110.33185482404974,110.83166748143935,111.35651674350174,111.11551872870245,111.11553194935163,112.41985747539093,112.41985747539093,,113.13268604232962,space,1,0.7106919297250442,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,8,8,20,,,,,,,,,113.24216293428708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.13323950678569,113.24216293428708,113.64844039905938,113.64845301876994,114.14836723478402,114.67465243964557,114.43222359002516,114.43223590926664,115.75155996150397,115.75155996150397,116.65630428165764,116.54934291870472,left,1,0.7954068459528116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,9,9,18,,,,,,,,,116.65630428165764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.54990509677054,116.65630428165764,117.06515646788716,117.06516938806726,117.56509562285328,118.09386630978929,117.84918514227365,117.84922149905947,119.16853473440165,119.16853473440165,,119.69951627446903,left,1,0.5221140899971033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,10,10,22,,,,,,,,,119.80852503525261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.70020825527399,119.80852503525261,120.21510867824463,120.21512129795519,120.71497692245521,121.24029972413905,120.99896187855802,120.998980507655,122.3199442208786,122.3199442208786,123.1321274698953,123.299558580547,space,1,0.9718922985812242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,11,11,19,,,,,,,,,123.40855051504946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.30005135020383,123.40855051504946,123.81512844912459,123.81514046789675,124.31496935062864,124.84181192604728,124.59884343355884,124.59885845702411,125.91794634038911,125.91794634038911,,126.41700271654304,left,1,0.49272098090000327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,12,12,14,,,,,,,,,126.53693744259158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.41816643415359,126.53693744259158,126.93224747733484,126.93227512051067,127.43207215349662,127.95938255961983,127.71646484644361,127.71649879947495,129.03522071122893,129.03522071122893,,129.649159121632,right,1,0.6072851186268053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,13,13,5,,,,,,,,,129.7562358647972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.64967532789456,129.7562358647972,130.16502104637243,130.16503486796023,130.6484779577222,131.1719303379948,130.93216064170633,130.9321726604785,132.2536874344039,132.2536874344039,,132.86671392047242,space,1,0.5973540072238848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
2,condition_1/blank.PNG,space,,,,,0,14,14,9,,,,,,,,,132.97907141163773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.8675894880214,132.97907141163773,133.38189077520178,133.3819042963205,133.88160487866003,134.2606460029922,134.1656183793466,134.16563220093462,135.48162675282515,135.48162675282515,,136.16585004117928,space,1,0.6814355341607552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,15,15,12,,,,,,,,,136.2764909512166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.16636053852517,136.2764909512166,136.68205660421017,136.68207853846934,137.1818939000825,137.71514218057177,137.46624873389737,137.4662724709724,138.76982458902557,138.76982458902557,,139.48243862088202,space,1,0.7047639708462157,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,16,16,13,,,,,,,,,139.59214386950975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.4829554280832,139.59214386950975,139.99845318402822,139.99846580373878,140.49829047990056,141.02466432320648,140.78209245019798,140.78210506990877,142.1014564648524,142.1014564648524,142.91504651114587,143.16612767481524,space,1,1.0615718691024085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
1,condition_1/blank.PNG,space,,,,,0,17,17,8,,,,,,,,,143.27566856673434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.16668354302578,143.27566856673434,143.6818087170352,143.6818222381537,144.18169378752668,144.5422241999779,144.46548403952124,144.46549786110927,145.78170334245056,145.78170334245056,146.5816301481284,146.93401664059093,space,1,1.1408657181650597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
8,condition_1/blank.PNG,space,,,,,0,18,18,24,,,,,,,,,147.05487801396998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.93532668675198,147.05487801396998,147.44849129855925,147.44850512014727,147.9485052703817,148.30479846472213,148.23224113743254,148.23225435808195,149.54836759534714,149.54836759534714,150.348308222613,151.53311487211886,space,1,1.9827124986516083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,19,19,16,,,,,,,,,151.646310071701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.53385252425755,151.646310071701,152.04820038418006,152.04821240295223,152.54889612085117,153.0854708969939,152.8335949920181,152.83363555537403,154.15473988823146,154.15473988823146,154.9651254294081,155.1329714881674,left,0,0.9763103992124798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
8,condition_1/blank.PNG,space,,,,,0,20,20,10,,,,,,,,,155.24143850279756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.13364453940608,155.24143850279756,155.64843739436628,155.64845241783132,156.1484889248518,156.50595695416678,156.43232605005755,156.43234377774638,157.7484434938931,157.7484434938931,158.54847095678747,158.8492734802487,space,1,1.0867902577035693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
9,condition_1/blank.PNG,space,,,,,0,21,21,11,,,,,,,,,158.95936663474686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.84976564896715,158.95936663474686,159.3651441185989,159.36516545191944,159.86501566797187,160.2211445056032,160.1488047180892,160.14881673686136,161.46512678151998,161.46512678151998,162.26508784069847,162.64918976950094,space,1,1.1774454520516429,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,22,22,7,,,,,,,,,162.75829558186933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.64969786309234,162.75829558186933,163.16513852986986,163.16515084911134,163.6649986614093,164.20145655499323,163.9489325377308,163.9489460588493,165.27179070990974,165.27179070990974,166.08195991318848,166.11689908468043,right,1,0.8278358968873363,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,23,23,3,,,,,,,,,166.23854077683927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.11805408868122,166.23854077683927,166.63183856866044,166.63185178930962,167.13170891615619,167.65956587594155,167.415753365181,167.41577049193143,168.7353283092864,168.7353283092864,,169.39930026708726,left,1,0.6526622932356076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,24,24,23,,,,,,,,,169.5070103995431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.39983780667035,169.5070103995431,169.9151676002748,169.9151808209242,170.4151253843379,170.94688574083852,170.6991202559277,170.69914038737102,172.0188120825917,172.0188120825917,,172.53315874063696,right,1,0.5121186781632332,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,0,25,20,,,,,,,,,172.64500363117145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.53397391385602,172.64500363117145,173.0483506188316,173.04836413995008,173.54840815870307,174.0745869974312,173.8324165514116,173.83243518050836,175.15198188049908,175.15198188049908,,175.73311234817652,left,1,0.5794207973433458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
8,condition_1/leftstar.PNG,left,,,,,1,1,26,2,,,,,,,,,175.8411352691769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.73393984063705,175.8411352691769,176.24850073329526,176.2485148553526,176.74847774739374,177.27666372106592,177.03241823403982,177.03243566125934,178.35193188240714,178.35193188240714,,178.89943803226265,left,1,0.5311356808197161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2023-11-09_18h15.06.309,untitled,2023.2.2,60.00604004093853,2023-11-09 18h15.38.013214 +0800,
