stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_7.stopped,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,condition_1/leftstar.PNG,left,,,,,0,0,0,3,,,,,,,,,115.78071130000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.70735209999998,115.78071130000012,116.20401470000002,116.20402600000011,116.7007094999999,117.17605329999992,116.9974592000001,116.99746890000006,118.3198155,118.3198155,118.80135919999998,left,1,0.4792631000000256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,1,1,18,,,,,,,,,118.87250749999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.80187350000006,118.87250749999998,119.30393200000003,119.30394279999996,119.80028119999997,120.28544080000006,120.09751830000005,120.09752900000012,121.40983729999994,121.40983729999994,121.86264630000005,left,1,0.4488317000000279,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
8,condition_1/blank.PNG,space,,,,,0,2,2,10,,,,,,,,,121.94151809999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.86304229999996,121.94151809999994,122.36402550000003,122.36403670000004,122.86392120000005,123.19651999999996,123.16107590000001,123.16108540000005,124.54906559999995,124.54906559999995,125.84825799999999,space,1,1.2981555000001208,None,125.3505318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,3,3,19,,,,,,,,,125.91865729999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.8487239000001,125.91865729999995,126.35101209999993,126.3510240999999,126.84793889999992,127.30510060000006,127.1444856999999,127.14449940000009,128.4993300000001,128.4993300000001,128.9284282000001,left,1,0.4282318000000487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
8,condition_1/blank.PNG,space,,,,,0,4,4,24,,,,,,,,,128.99729219999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.92880590000004,128.99729219999995,129.4312339999999,129.4312445999999,129.93120950000002,130.2635484,130.22794210000006,130.2279529,131.6130384999999,131.6130384999999,132.85517460000005,space,1,1.2411333000000013,None,132.4142988000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,5,5,5,,,,,,,,,132.9310097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.85561729999995,132.9310097,133.3573414,133.35735180000006,133.85446150000007,134.31524480000007,134.1509129000001,134.15092329999993,135.50833179999995,135.50833179999995,136.17134220000003,space,1,0.6605362000000241,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,6,6,7,,,,,,,,,136.2383069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.17170639999995,136.2383069,136.6741136999999,136.67412330000002,137.1705922000001,137.63018699999998,137.47148919999995,137.47150030000012,138.7834087000001,138.7834087000001,139.1809435,right,1,0.39612850000003164,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
1,condition_1/blank.PNG,space,,,,,0,7,7,8,,,,,,,,,139.24950239999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1813072,139.24950239999998,139.68396159999998,139.68397359999994,140.181108,140.51263519999998,140.4775631,140.477574,141.86441149999996,141.86441149999996,144.18789889999994,space,1,2.320641900000055,None,142.66412530000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
2,condition_1/blank.PNG,space,,,,,0,8,8,9,,,,,,,,,144.2570548000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.18825820000006,144.2570548000001,144.69055359999993,144.69056460000002,145.18735270000002,145.52116350000006,145.48417930000005,145.48418900000001,146.7901819000001,146.7901819000001,147.7212930999999,space,1,0.9285284999998566,None,147.59061580000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,9,9,16,,,,,,,,,147.7914639999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.72164930000008,147.7914639999999,148.22393379999994,148.2239439,148.7207080999999,149.17818269999998,149.0176343999999,149.0176437,150.37097360000007,150.37097360000007,150.8714113000001,left,0,0.496687300000076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,10,10,15,,,,,,,,,150.9414167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.87177810000003,150.9414167,151.37426860000005,151.37427939999998,151.87056589999997,152.33989889999998,152.1675858000001,152.16759610000008,153.49741820000008,153.49741820000008,153.8946344000001,right,1,0.3964548999999806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,11,11,0,,,,,,,,,153.96647140000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.8950354000001,153.96647140000005,154.39728379999997,154.39729390000002,154.89412700000003,155.34613530000001,155.1909631000001,155.1909748999999,156.5040254999999,156.5040254999999,157.20167340000012,space,1,0.6901103000000148,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,12,12,1,,,,,,,,,157.27014630000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.20210889999998,157.27014630000008,157.70391480000012,157.70392549999997,158.20394439999995,158.66031909999992,158.50048970000012,158.50049949999993,159.8115929999999,159.8115929999999,160.27128749999997,space,1,0.4545049000000745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,13,13,2,,,,,,,,,160.3392252000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.27170730000012,160.3392252000001,160.77397960000008,160.7739904,161.27058319999992,161.72639389999995,161.56748100000004,161.56749209999998,162.880543,162.880543,163.3817512999999,left,1,0.49999780000007377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,14,14,20,,,,,,,,,163.45245509999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.38218759999995,163.45245509999995,163.88758639999992,163.8875981000001,164.38368379999997,164.84147699999994,164.68096760000003,164.68097880000005,165.9920621000001,165.9920621000001,166.40103160000012,left,1,0.4066842000001998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,15,15,13,,,,,,,,,166.4699392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.40141560000006,166.4699392,166.90406329999996,166.90407320000008,167.40082540000003,167.85985140000003,167.69768120000003,167.6976924999999,169.0083122000001,169.0083122000001,169.54481770000007,space,1,0.5340318000000934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,16,16,14,,,,,,,,,169.619148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5451986999999,169.619148,170.0474346000001,170.04744630000005,170.5438534,171.01051540000003,170.84435940000003,170.84437200000002,172.15304059999994,172.15304059999994,172.46465990000002,right,1,0.3109443000000738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,17,17,22,,,,,,,,,172.53353990000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.46501940000007,172.53353990000005,172.96732969999994,172.96734119999996,173.4641031000001,173.9271523,173.76086510000005,173.7608755000001,175.07154579999997,175.07154579999997,175.49816490000012,space,1,0.4203863000000183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
9,condition_1/blank.PNG,space,,,,,0,18,18,11,,,,,,,,,175.5735697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.49857739999993,175.5735697,176.00056870000003,176.0005802999999,176.49729180000008,176.8305236000001,176.79437729999995,176.79438679999998,178.2808872999999,178.2808872999999,179.42790579999996,space,1,1.1453146999999717,None,179.0807436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,19,19,6,,,,,,,,,179.49751859999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.4283322000001,179.49751859999992,179.9310926999999,179.93110350000006,180.42761700000005,180.8841299999999,180.7242154999999,180.7242272000001,182.07718999999997,182.07718999999997,182.52112030000012,right,1,0.4416473999999653,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,20,20,21,,,,,,,,,182.58808369999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.52147689999993,182.58808369999997,183.02747139999997,183.02748330000009,183.52046569999993,183.97920739999995,183.81756859999996,183.81758190000005,185.12821239999994,185.12821239999994,186.47772269999996,space,1,1.346539200000052,None,185.92730129999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,21,21,17,,,,,,,,,186.5464019000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.4780929000001,186.5464019000001,186.9809052999999,186.98091580000005,187.4776342,187.93844480000007,187.77399530000002,187.774005,189.0882795,189.0882795,189.82448620000014,space,1,0.7263394000001426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,22,22,12,,,,,,,,,189.89348280000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.82488550000016,189.89348280000013,190.32732309999983,190.32733300000018,190.82408619999978,191.27946250000014,191.12096239999983,191.1209743999998,192.4318419000001,192.4318419000001,193.21144529999992,space,1,0.7784090000000106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,23,23,4,,,,,,,,,193.28010249999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.21185090000017,193.28010249999988,193.71421409999994,193.71422389999998,194.21069100000022,194.6691907999998,194.50787660000015,194.50788760000023,195.81818410000005,195.81818410000005,196.69535580000002,space,1,0.875942600000144,None,196.62159819999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,24,24,23,,,,,,,,,196.76767960000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.69575669999995,196.76767960000006,197.19735059999994,197.19736190000003,197.6938828000002,198.15442410000014,197.99079140000003,197.99080129999993,199.30480369999987,199.30480369999987,199.80472139999983,right,1,0.4983756000001449,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
8,condition_1/leftstar.PNG,left,,,,,1,0,25,2,,,,,,,,,199.87824890000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.80515289999994,199.87824890000002,200.3071613000002,200.3071716999998,200.80390020000004,201.26750679999986,201.10077180000008,201.10078169999997,202.41229680000015,202.41229680000015,202.88984870000013,left,1,0.47095179999996617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,1,26,19,,,,,,,,,203.08057069999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.89026289999993,203.08057069999995,203.39059420000012,203.39060440000003,203.8906591,204.37626610000007,204.18751840000004,204.1875282000001,205.4992040000002,205.4992040000002,205.86880280000014,left,1,0.36790449999989505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,2,27,0,,,,,,,,,205.94137839999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.86921570000004,205.94137839999985,206.37422479999987,206.37423679999984,206.87056350000012,207.32608630000004,207.16782169999988,207.16783239999995,208.4784338999998,208.4784338999998,208.95150190000004,space,1,0.4683188999997583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2023-11-11_13h49.43.709,untitled,2023.2.3,271.52736860194943,2023-11-11 13h49.55.145240 +0800,
