stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,image_9.stopped,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,condition_1/rightstar.PNG,right,,,,,0,9,9,23,,,,,,,,,105.33564879999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.26211209999997,105.33564879999994,105.76796599999989,105.76797669999996,106.25109449999991,106.70895449999989,106.53497719999996,106.53498910000008,107.855681,107.855681,108.64087059999997,109.13805469999988,right,1,1.2790026999998645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,10,10,4,,,,,,,,,109.21214359999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.13842099999988,109.21214359999999,109.64108480000004,109.64109499999995,110.12403569999992,110.58545449999997,110.40799549999997,110.40800719999993,111.73418939999988,111.73418939999988,112.52094349999993,112.8719036,space,1,1.1349547999998322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/blank.PNG,space,,,,,0,11,11,8,,,,,,,,,112.94507789999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.87237540000001,112.94507789999989,113.3744142999999,113.37442689999989,113.86079180000002,114.18388980000009,114.14470649999998,114.14471639999988,115.54861019999998,115.54861019999998,116.33757790000004,116.3882888999999,space,1,0.8374802999999247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/blank.PNG,space,,,,,0,12,12,11,,,,,,,,,116.46496649999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.38865239999996,116.46496649999995,116.89094079999995,116.89095100000009,117.38099110000007,117.70159629999989,117.6642405,117.66425009999989,118.97716549999996,118.97716549999996,119.76431980000007,121.20810770000003,space,1,2.2288590999999087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,13,13,6,,,,,,,,,121.28224120000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.208484,121.28224120000004,121.71098359999996,121.71099400000003,122.1940755999999,122.65861919999998,122.4778166000001,122.47782759999996,123.84468300000003,123.84468300000003,124.6341996000001,125.3083357999999,right,1,1.4626534999999876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,14,14,12,,,,,,,,,125.38227729999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.30872879999993,125.38227729999994,125.8115421,125.811553,126.29432819999988,126.7555703999999,126.57784930000003,126.57786009999995,127.9036192000001,127.9036192000001,128.6909080999999,130.2346989,space,1,2.3280776999999944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_1/blank.PNG,space,,,,,0,15,15,24,,,,,,,,,130.3085900000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.23509710000008,130.3085900000001,130.73838449999994,130.7383958999999,131.22062030000006,131.54096189999996,131.50473349999993,131.50474359999998,132.92548540000007,132.92548540000007,133.71430889999988,134.2316346,space,1,1.3051075000000765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,16,16,7,,,,,,,,,134.30526439999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.23201829999994,134.30526439999994,134.73451840000007,134.7345292,135.21765520000008,135.6751236,135.5050490000001,135.50506100000007,136.87811110000007,136.87811110000007,137.66462039999988,138.0479456999999,right,1,1.1674745000000257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,17,17,20,,,,,,,,,138.12172110000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.04837199999997,138.12172110000006,138.5509727000001,138.55098199999998,139.0344477000001,139.4820924999999,139.31805970000005,139.31807049999998,140.6421711999999,140.6421711999999,141.43083899999988,141.8949388000001,left,1,1.2518907999999556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,18,18,0,,,,,,,,,141.9717677000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.89532480000003,141.9717677000001,142.39752139999996,142.39753180000002,142.88074310000002,143.33545200000003,143.16451359999996,143.16452490000006,144.49202289999994,144.49202289999994,145.2811577,145.54147829999988,space,1,1.0483942000000752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,19,19,22,,,,,,,,,145.61862539999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.54184540000006,145.61862539999993,146.04426680000006,146.0442762,146.527603,146.97900129999994,146.8113335999999,146.81134389999988,148.13540149999994,148.13540149999994,148.9243073,149.32803310000008,space,1,1.1916327000001274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,20,20,1,,,,,,,,,149.40127789999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.32841110000004,149.40127789999997,149.83449990000008,149.83451209999998,150.31453729999998,150.76563099999998,150.59815350000008,150.5981632999999,151.92173049999997,151.92173049999997,152.71158250000008,153.0747492999999,space,1,1.150315300000102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,21,21,3,,,,,,,,,153.15452400000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.07512500000007,153.15452400000004,153.577399,153.5774093,154.06092119999994,154.51500800000008,154.3444449000001,154.34445430000005,155.66871250000008,155.66871250000008,156.46088310000005,156.52123779999988,left,1,0.8508288000000448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,22,22,15,,,,,,,,,156.60202260000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.52161640000008,156.60202260000005,157.02427839999996,157.0242877999999,157.50775019999992,157.96165889999997,157.7910918,157.79110459999993,159.1160872999999,159.1160872999999,159.90437100000008,160.06472759999997,right,1,0.94519379999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,23,23,2,,,,,,,,,160.1378769999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.06510000000003,160.1378769999999,160.56800019999991,160.5680109,161.05084839999995,161.49824080000008,161.33461110000007,161.33462039999995,162.65851049999992,162.65851049999992,,163.30844000000002,left,1,0.6483719999998812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,24,24,19,,,,,,,,,163.3850556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.3087963999999,163.3850556,163.8112572,163.81126990000007,164.2976404000001,164.7585529999999,164.58105369999998,164.58106300000009,165.90574149999998,165.90574149999998,166.69778259999998,166.79151249999995,left,1,0.8845432000000528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/rightstar.PNG,space,,,,,1,0,25,4,,,,,,,,,166.86817930000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.79197240000008,166.86817930000007,167.29445009999995,167.29446039999993,167.77739109999993,168.23209930000007,168.06159920000005,168.06160920000002,169.385227,169.385227,,170.0385507000001,right,0,0.6499366000000464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
9,condition_1/rightstar.PNG,right,,,,,1,1,26,7,,,,,,,,,170.10871399999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.03893330000005,170.10871399999996,170.5421053,170.5421148999999,171.02761529999998,171.4753393000001,171.3111581999999,171.31116930000007,172.6350817,172.6350817,,173.32448249999993,right,1,0.6881533000000672,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,2,27,16,,,,,,,,,173.3989391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.32485810000003,173.3989391,173.82742949999988,173.82744019999996,174.3109457999999,174.76171309999995,174.59475780000002,174.59477070000003,175.91855650000002,175.91855650000002,176.7040118,176.95489640000005,space,1,1.03555799999981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2023-11-11_13h41.04.619,untitled,2023.2.3,None,2023-11-11 13h41.21.263868 +0800,
