stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,image_5.stopped,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,condition_1/leftstar.PNG,left,,,,,0,0,0,2,,,,,,,,,93.36855050000304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.29142160000629,93.36855050000304,93.80234429999837,93.80235530000937,94.28589510000893,94.769464099998,94.56938749999972,94.56940560000658,95.90181470000243,95.90181470000243,96.33632129999751,left,1,0.4278251000068849,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,1,1,22,,,,,,,,,96.41287510000984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33683510000992,96.41287510000984,96.85255670000333,96.85256850000587,97.33612859999994,97.83583460000227,97.61932740001066,97.61933919999865,98.95166120000067,98.95166120000067,99.30327309999848,left,0,0.3397166000067955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,2,2,6,,,,,,,,,99.40226500001154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.30371210000885,99.40226500001154,99.81905380000535,99.81906410001102,100.30268870000145,100.78590660000918,100.5861309000029,100.58614400000079,101.91841980000027,101.91841980000027,102.26925490000576,right,1,0.3417591000034008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,3,3,20,,,,,,,,,102.35215820001031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2697799000016,102.35215820001031,102.786394499999,102.78640530000848,103.26884720000089,103.73524310000357,103.55300490000809,103.55301580000378,104.86840600000869,104.86840600000869,105.16960190000827,left,1,0.2973619999975199,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/blank.PNG,space,,,,,0,4,4,8,,,,,,,,,105.2519442000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.17001940000046,105.2519442000048,105.68558390000544,105.68559520000417,106.16892820000066,106.49136420000286,106.45295350000379,106.45296520000556,107.86835480001173,107.86835480001173,109.3041271000111,space,1,1.4324977999931434,None,108.6688933000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,5,5,12,,,,,,,,,109.37512409999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.30463700000837,109.37512409999908,109.8200838000048,109.82010450000234,110.31865210000251,110.78580290000536,110.60267570000724,110.6026850000053,111.96874180001032,111.96874180001032,112.45425790001173,right,0,0.4757182000030298,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/blank.PNG,space,,,,,0,6,6,10,,,,,,,,,112.52920150000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.45469569999841,112.52920150000136,112.96944529999746,112.96945920000144,113.4697113000002,113.79010220000055,113.7531156000041,113.75313150000875,115.16937280001002,115.16937280001002,117.05318040000566,space,1,1.869805100010126,None,115.96881400000711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,7,7,17,,,,,,,,,117.12379579999833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.05359110000427,117.12379579999833,117.5535738000035,117.55358590000833,118.0688908000011,118.55240159999812,118.3527044000075,118.35271980000834,119.71406969999953,119.71406969999953,120.15341480000643,left,0,0.43748010000854265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,8,8,19,,,,,,,,,120.23479660000885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.15379470000335,120.23479660000885,120.66900390000956,120.66901379999763,121.16925839999749,121.65251220000209,121.45293590000074,121.45294850000937,122.76966970000649,122.76966970000649,123.36993630000507,left,1,0.5940732000017306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,9,9,16,,,,,,,,,123.45193300000392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.3703067000024,123.45193300000392,123.88592179999978,123.88593400000536,124.38562520001142,124.869133900007,124.66976960000466,124.66978180001024,125.98493770000641,125.98493770000641,126.7364011000027,left,0,0.7407810000004247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,10,10,3,,,,,,,,,126.81921810000495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.73676690000866,126.81921810000495,127.25238499999978,127.25239510000392,127.7523857000051,128.2356937000004,128.03612509999948,128.03613649999897,129.33517380000558,129.33517380000558,129.969820600003,left,1,0.6306851999979699,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,11,11,18,,,,,,,,,130.051864699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.97016599999915,130.051864699999,130.48521990000154,130.48522990000492,130.9685282999999,131.43601340000168,131.25248330000613,131.25249189999886,132.56834430000163,132.56834430000163,132.95284310000716,left,1,0.37258170000859536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/blank.PNG,space,,,,,0,12,12,11,,,,,,,,,133.0302725000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.9532418000017,133.0302725000074,133.46957710001152,133.46958879999875,133.95257010000932,134.27223290000984,134.2360852999991,134.23609700000088,135.63527199999953,135.63527199999953,137.4860825000069,space,1,1.8489411999908043,None,136.43556730001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,13,13,7,,,,,,,,,137.56975400001102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.48645920000854,137.56975400001102,138.00262569999904,138.00264500000048,138.4855502999999,138.93476139999984,138.7695107000036,138.76952410000376,140.13483870000346,140.13483870000346,140.6860691000038,right,1,0.5368823000026168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,14,14,13,,,,,,,,,140.75827410000784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.68641999999818,140.75827410000784,141.2018614000117,141.2018708000105,141.68694340001093,142.1857546000101,141.9856540000037,141.98566350000328,143.28552540000237,143.28552540000237,143.86970989999827,space,1,0.5830245000106515,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,15,15,21,,,,,,,,,143.9411844999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.87027189999935,143.9411844999995,144.38568730000407,144.38569760000973,144.88532050000504,145.35290610000084,145.16968030000862,145.16969110000355,146.4851769000088,146.4851769000088,146.7540302999987,space,1,0.2549622999940766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,16,16,15,,,,,,,,,146.8358964000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.754477399998,146.8358964000072,147.26875270000892,147.26876330000232,147.77066410001134,,148.06945370000903,148.06946510000853,149.36857859999873,149.36857859999873,149.7195572000055,right,1,0.33947649999754503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,17,17,14,,,,,,,,,149.80251140000473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.7199057000107,149.80251140000473,150.23525650000374,150.23526739999943,150.73526980000315,151.2194376000116,151.01902710000286,151.01903870000388,152.31839359999867,152.31839359999867,152.71908590001112,right,1,0.3905611999944085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,18,18,0,,,,,,,,,152.78710270000738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.71944780000194,152.78710270000738,153.23658150000847,153.23659290000796,153.7187227000104,154.1858085999993,154.00313340000866,154.00314630000503,155.31928540000808,155.31928540000808,155.70256350000273,left,0,0.37617519999912474,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/blank.PNG,space,,,,,0,19,19,9,,,,,,,,,155.78396890001022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7029545000114,155.78396890001022,156.21929249999812,156.2193028000038,156.70236970001133,157.03485910000745,156.9861671000108,156.98617670001113,158.46896769999876,158.46896769999876,159.35318450001068,space,1,0.8682540000008885,None,159.26846510000178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/blank.PNG,space,,,,,0,20,20,24,,,,,,,,,159.43497339999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.35357420000946,159.43497339999885,159.86914330000582,159.86915389999922,160.36885620000248,160.69276080001146,160.65296050001052,160.6529695000063,161.95179669999925,161.95179669999925,163.03665819999878,space,1,1.0813452000002144,None,162.75242970000545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,21,21,4,,,,,,,,,163.10923000000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.03702930000145,163.10923000000184,163.55226770001173,163.5522775999998,164.05252830000245,164.5529460000107,164.33605640000314,164.3360670000111,165.70024310000008,165.70024310000008,166.15301609999733,right,0,0.4427970999968238,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,22,22,5,,,,,,,,,166.23506070001167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.15354730001127,166.23506070001167,166.66909219999798,166.66910270000517,167.16895200000727,167.6689175000065,167.45287100000132,167.45288150000852,168.7683892000059,168.7683892000059,169.10214860000997,right,0,0.3244888000044739,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,23,23,23,,,,,,,,,169.1864887999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.10250239999732,169.1864887999982,169.61891560000367,169.6189272000047,170.10214290001022,170.602650300003,170.3856000000087,170.3856109000044,171.70154760000878,171.70154760000878,172.21963810001034,right,1,0.5066202000016347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,24,24,1,,,,,,,,,172.3018984000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.22014520000084,172.3018984000082,172.73587119999866,172.73588279999967,173.21926779999922,173.68626960000256,173.50247490000038,173.50248609999835,174.83538810000755,174.83538810000755,175.36917849999736,left,0,0.521086099994136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/blank.PNG,space,,,,,1,0,25,9,,,,,,,,,175.44177090001176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.36955030000536,175.44177090001176,175.8852792000107,175.88528940000106,176.36847719999787,176.68506610000622,176.65255880000768,176.6525699000049,178.07186219999858,178.07186219999858,178.80291040000156,space,1,0.7292176000046311,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
2,condition_1/rightstar.PNG,space,,,,,1,1,26,21,,,,,,,,,178.88596620000317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.80329250000068,178.88596620000317,179.31846249999944,179.3184736999974,179.818391599998,180.28573490001145,180.10240319999866,180.10241520000272,181.44858960001147,181.44858960001147,181.83581570000388,right,0,0.3810877000069013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
8,condition_1/leftstar.PNG,left,,,,,1,2,27,2,,,,,,,,,181.90332209999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.8362780000025,181.90332209999906,182.35269580000022,182.3527069999982,182.83567790000234,183.3189577000012,183.11909659999947,183.11910799999896,184.43498320000072,184.43498320000072,184.96966360000079,left,1,0.5305803999945056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2023-11-12_14h25.07.176,untitled,2023.2.3,59.80786126573501,2023-11-12 14h25.16.772704 +0800,
