stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,text_4.stopped,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,condition_1/rightstar.PNG,space,,,,,0,0,0,12,,,,,,,,,59.12222109999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.04382330000226,59.12222109999857,59.5550774000003,59.555090299996664,60.03837449999992,60.485812699989765,60.32227239999338,60.322283799992874,61.65463910000108,61.65463910000108,61.840822600002866,space,1,0.16970909999508876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
8,condition_1/blank.PNG,space,,,,,0,1,1,24,,,,,,,,,61.91100870000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.84153510000033,61.91100870000082,62.355262400000356,62.35527539999748,62.856126500002574,,63.15475709999737,63.15476989999297,64.55245709999872,64.55245709999872,66.63964639999904,space,1,2.076236200009589,None,65.3551873999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
2,condition_1/blank.PNG,space,,,,,0,2,2,9,,,,,,,,,66.71122270000342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.64001889999781,66.71122270000342,67.15469779999694,67.154709800001,67.65567259999807,67.97554020000098,67.93928009999217,67.93929369999387,69.2548514999944,69.2548514999944,70.32227609999245,space,1,1.0662193000025582,None,70.05536929999653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,3,3,23,,,,,,,,,70.39516189999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.32265550000011,70.39516189999995,70.83842590000131,70.838436799997,71.3220519000024,71.76943729999766,71.60528229999181,71.60529219999444,72.97149559999525,72.97149559999525,74.17350839999563,right,1,1.1962765000062063,None,73.77216939999198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
9,condition_1/blank.PNG,space,,,,,0,4,4,11,,,,,,,,,74.24337719999312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.17394449999847,74.24337719999312,74.6880272999988,74.6880378999922,75.18787719999091,75.52201879999484,75.47162589999789,75.47163800000271,76.88271710000117,76.88271710000117,78.08871319999162,space,1,1.1979520999884699,None,77.68770799999766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
8,condition_1/blank.PNG,space,,,,,0,5,5,10,,,,,,,,,78.17203380000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0890725999925,78.17203380000137,78.60499829999753,78.60502180000185,79.08854820000124,79.40808969999489,79.37186739999743,79.37187919999997,80.68802020000294,80.68802020000294,82.52209489999223,space,1,1.8174648999993224,None,81.48810129999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,6,6,17,,,,,,,,,82.59226499999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.52245979999134,82.59226499999932,83.02260489999026,83.02261729999736,83.52223229999072,83.96805679998943,83.80578369999421,83.80579430000216,85.17186889999721,85.17186889999721,86.10573049999948,space,1,0.9234090000099968,None,85.97157819999848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,7,7,5,,,,,,,,,86.17660989999422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.10609269999259,86.17660989999422,86.62189480000234,86.62190600000031,87.10545899999852,87.5507157999964,87.38974600000074,87.38976140000159,88.7049807000003,88.7049807000003,89.23950689999037,space,1,0.5328923000051873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,8,8,1,,,,,,,,,89.3113813999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.24013969999214,89.3113813999953,89.75686459999997,89.75688980000268,90.25521299999673,90.69769869999436,90.53874029999133,90.53875330000301,91.83806280000135,91.83806280000135,96.78987749999214,space,1,4.950780700004543,None,92.63829999999143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,9,9,22,,,,,,,,,96.86038319999352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.79042419999314,96.86038319999352,97.30469730000186,97.30470839999907,97.80449979999685,98.25554699999338,98.08830239999224,98.08831239999563,99.40468349998991,99.40468349998991,99.85554730000149,space,1,0.43775309999182355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,10,10,7,,,,,,,,,99.92995959999098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.85590009999578,99.92995959999098,100.37213479999627,100.37214809999568,100.854869399991,101.30455909999728,101.13878079999995,101.13879569999699,102.45469489999232,102.45469489999232,103.37265330000082,right,1,0.9045210000040242,None,103.25544919999084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,11,11,3,,,,,,,,,103.45460899999307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.37302899999486,103.45460899999307,103.88919439999154,103.88920540000254,104.3719293000031,104.8208944999933,104.65569400000095,104.65571679999994,105.98869719999493,105.98869719999493,106.57186660000298,left,1,0.5737432999885641,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,12,12,18,,,,,,,,,106.65448939999624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.57222950000141,106.65448939999624,107.08848279999802,107.08849399999599,107.572073000003,108.01757189999626,107.85570279999229,107.85571380000329,109.17177279999305,109.17177279999305,109.62263630000234,left,1,0.4440226000006078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
1,condition_1/blank.PNG,space,,,,,0,13,13,8,,,,,,,,,109.69842600000266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.62299380000331,109.69842600000266,110.13824990000285,110.13826130000234,110.62156439998944,110.95516929999576,110.90499999999884,110.90501249999215,112.33801579999272,112.33801579999272,113.60562029998982,space,1,1.2590136000071652,None,113.13857139999163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,14,14,13,,,,,,,,,113.67549219999637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.60602310000104,113.67549219999637,114.1217503999942,114.12176290000207,114.62164709999342,,114.90594389999751,114.90595420000318,116.25402259999828,116.25402259999828,116.35550559998956,space,1,0.09273060000850819,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,15,15,21,,,,,,,,,116.43036669999128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.355862899989,116.43036669999128,116.87218949999078,116.87220030000026,117.35577039999771,117.80448569999135,117.64002189999155,117.6400347000017,118.9550894999993,118.9550894999993,119.2557422999962,space,1,0.28770349999831524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,16,16,15,,,,,,,,,119.33789499998966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.25612419999379,119.33789499998966,119.77326239999093,119.77327499999956,120.25498399999924,120.7046321999951,120.5386800999986,120.53869249999116,121.8719729000004,121.8719729000004,123.05784699998912,right,1,1.169014300001436,None,122.67213880000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,17,17,4,,,,,,,,,123.12752110000292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.05829899999662,123.12752110000292,123.57168269999966,123.57169219999923,124.0731611999945,,124.37168729999394,124.37169800000265,125.6711656999978,125.6711656999978,126.00550109999313,space,1,0.33123799999884795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,18,18,16,,,,,,,,,126.08016589999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.005883299993,126.08016589999897,126.52144549999502,126.52145629998995,127.00586199999088,127.44597559999966,127.28945689999091,127.28947509999853,128.62177359999623,128.62177359999623,129.12181469998905,space,1,0.4939907000079984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,19,19,19,,,,,,,,,129.19105129998934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.12222999999358,129.19105129998934,129.63820609998947,129.63821720000124,130.12126339999668,130.56598459999077,130.40505679999478,130.40507459999935,131.7218533999985,131.7218533999985,132.17283060000045,left,1,0.44802189999609254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,20,20,20,,,,,,,,,132.24287839999306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.1732573999907,132.24287839999306,132.68837959998928,132.6883921999979,133.18851339998946,133.63021779998962,133.47222019999754,133.4722316999978,134.78833029999805,134.78833029999805,135.12298759999976,left,1,0.33161110000219196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,21,21,0,,,,,,,,,135.19509090000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.1233499999944,135.19509090000065,135.63869559999148,135.63870589999715,136.13802230000147,136.578500299991,136.42157920000318,136.42160049999075,137.73802350000187,137.73802350000187,137.77269630000228,space,1,0.02926479998859577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,22,22,6,,,,,,,,,137.8482185999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.77309609999065,137.8482185999892,138.28830149999703,138.28831329999957,138.77130629999738,139.21349519999058,139.05619580000348,139.05620619999536,140.387751199989,140.387751199989,140.67436809999344,right,1,0.28351219999603927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,23,23,2,,,,,,,,,140.74357279999822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.6747284000012,140.74357279999822,141.18909379999968,141.1891045999946,141.68817789999594,142.12801649999165,141.97225969999272,141.9722718999983,143.2878892000008,143.2878892000008,143.6057446999912,left,1,0.3060412000049837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,24,24,14,,,,,,,,,143.6763723999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.60613539999758,143.6763723999902,144.12205419999373,144.1220650999894,144.6216296999919,145.07117759999528,144.9054133000027,144.90543559999787,146.22118839999894,146.22118839999894,146.53999309999926,right,1,0.3021800999995321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
9,condition_1/rightstar.PNG,right,,,,,1,0,25,7,,,,,,,,,146.61442450000322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.5405563999957,146.61442450000322,147.05530510000244,147.05531650000194,147.55557599999884,147.9963132999983,147.83926539999084,147.83927810000023,149.1551485999953,149.1551485999953,149.45540120000078,right,1,0.2991357999999309,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,1,26,19,,,,,,,,,149.53117839999322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.45593549999467,149.53117839999322,149.97185170000012,149.97186249999504,150.4709692000033,150.91189839999424,150.75492659999873,150.7549366000021,152.0545465000032,152.0545465000032,152.3890626999928,left,1,0.3251501000049757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2023-11-12_14h08.58.228,untitled,2023.2.3,60.8933665854337,2023-11-12 14h09.07.920587 +0800,
