stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,image_7.stopped,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,text_3.stopped,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,condition_1/rightstar.PNG,right,,,,,0,2,2,7,,,,,,,,,94.59299150000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.51951079999981,94.59299150000015,95.02189550000003,95.02190569999993,95.51879809999991,95.81552019999981,95.81553040000017,97.1687151000001,97.1687151000001,97.58228770000005,right,1,0.4122602999996161,None,95.97960449999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,3,3,21,,,,,,,,,97.66642950000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.58271289999993,97.66642950000005,98.08523860000014,98.0852476,98.5816361000002,98.87869959999989,98.8787084999999,100.19035040000017,100.19035040000017,100.96939810000003,space,1,0.7775644999996985,None,99.03946499999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,4,4,2,,,,,,,,,101.0500062000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.96977430000015,101.0500062000001,101.4718426999998,101.47185300000001,101.97531419999996,102.27193080000006,102.27194159999999,103.57940069999995,103.57940069999995,104.11620439999979,left,1,0.5319727999999486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,5,5,5,,,,,,,,,104.19961839999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1165904999998,104.19961839999996,104.61838660000012,104.61839719999989,105.11935589999985,105.42794330000015,105.42801220000001,106.72650139999996,106.72650139999996,107.34590829999979,right,0,0.6146002000000408,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,6,6,0,,,,,,,,,107.4224333000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.34626459999981,107.4224333000002,107.84871759999987,107.84872790000009,108.3452957999998,108.64219109999976,108.64220049999994,109.95296849999977,109.95296849999977,110.66947930000015,space,1,0.714995799999997,None,108.80609709999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,7,7,22,,,,,,,,,110.76599799999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.66985250000016,110.76599799999985,111.17203149999978,111.17204159999983,111.6716962999999,111.97202809999999,111.97203760000002,113.2815329,113.2815329,114.41931690000001,space,1,1.1324761000000763,None,,114.09540229999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,8,8,13,,,,,,,,,114.49218119999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.41971169999988,114.49218119999978,114.92190440000013,114.92191460000004,115.42194590000008,115.72221549999995,115.72222509999983,117.02926479999996,117.02926479999996,117.65222099999983,space,1,0.6222141999996893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
1,condition_1/blank.PNG,space,,,,,0,9,9,8,,,,,,,,,117.72567709999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.65261250000003,117.72567709999976,118.15554259999999,118.15555349999977,118.6520415,118.94883040000013,118.94884079999974,120.33556850000014,120.33556850000014,121.23581980000017,space,1,0.8947685000002821,None,118.98611309999978,121.1352667000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,10,10,17,,,,,,,,,121.30538739999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.2361933000002,121.30538739999974,121.73905150000019,121.73906279999983,122.23491419999982,122.54926169999999,122.54927199999975,123.88265279999996,123.88265279999996,124.25957620000008,space,1,0.3692611000001307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,11,11,16,,,,,,,,,124.32885669999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.26000539999995,124.32885669999996,124.76165170000013,124.76166299999977,125.26211680000006,125.55860679999978,125.55861569999979,126.86935859999994,126.86935859999994,127.24921189999986,space,1,0.3773681000002398,None,125.7164545999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
8,condition_1/blank.PNG,space,,,,,0,12,12,10,,,,,,,,,127.32342900000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.24957480000012,127.32342900000003,127.75186639999993,127.75187679999999,128.24843959999998,128.5454297000001,128.54543999999987,129.9320306999998,129.9320306999998,131.53558729999986,space,1,1.6018177000000833,None,128.58221779999985,130.7353204000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,13,13,3,,,,,,,,,131.60394619999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.53595790000008,131.60394619999988,132.03866100000005,132.0386709999998,132.53550600000017,132.8323532999998,132.8323664999998,134.18242899999996,134.18242899999996,134.43922759999987,left,1,0.2556159000000662,None,132.99243680000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,14,14,4,,,,,,,,,134.5085426999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.43959240000004,134.5085426999999,134.94184970000015,134.94185909999987,135.44242649999978,135.7388887000002,135.7388987999998,137.04945080000016,137.04945080000016,137.4089497,space,1,0.3566547999998875,None,135.89814829999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,15,15,1,,,,,,,,,137.48212049999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.4092896000002,137.48212049999984,137.9119353000001,137.91194459999997,138.40857920000008,138.70541920000005,138.70542990000013,140.01603449999993,140.01603449999993,140.57893150000018,space,1,0.5563177999997606,None,138.86555369999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,16,16,23,,,,,,,,,140.6593324999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.57927729999983,140.6593324999999,141.08178099999986,141.08179109999992,141.57850359999975,141.8752970999999,141.87530639999977,143.1867854000002,143.1867854000002,143.54191360000004,right,1,0.35385360000009314,None,142.04275240000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,17,17,18,,,,,,,,,143.61575749999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.54225540000016,143.61575749999975,144.0451764999998,144.04518569999982,144.54160349999984,144.83893510000007,144.8389441999998,146.14967309999975,146.14967309999975,146.68214360000002,left,1,0.5315702000002602,None,145.00638530000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,18,18,20,,,,,,,,,146.7540657999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.68249789999982,146.7540657999998,147.18873050000002,147.1887412000001,147.68180110000003,147.9823781,147.9823891000001,149.29061120000006,149.29061120000006,149.70846489999985,left,1,0.41595460000007733,None,148.1596399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,19,19,19,,,,,,,,,149.78590179999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.70881700000018,149.78590179999992,150.20914240000002,150.2091532999998,150.70859470000005,151.00551899999982,151.00552860000016,152.31622490000018,152.31622490000018,152.6256911999999,left,1,0.30331169999999474,None,151.17289019999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
2,condition_1/blank.PNG,space,,,,,0,20,20,9,,,,,,,,,152.69500639999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.62605750000012,152.69500639999978,153.12868260000005,153.12869180000007,153.62488940000003,153.92192829999976,153.9219367999999,155.32613029999993,155.32613029999993,156.15552939999998,space,1,0.8283137999997052,None,153.95677449999994,156.12514379999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,21,21,14,,,,,,,,,156.2257278000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1558911000002,156.2257278000002,156.65853879999986,156.6585538999998,157.15516900000011,157.45555909999985,157.4555703000001,158.8012279999998,158.8012279999998,159.0691499999998,right,1,0.266960299999937,None,157.6195385000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,22,22,15,,,,,,,,,159.14077540000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.06949669999995,159.14077540000017,159.57215610000003,159.57216609999978,160.06831569999986,160.36557989999983,160.36559050000005,161.67645859999993,161.67645859999993,162.17556860000013,right,1,0.4965479000002233,None,160.52927850000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,23,23,6,,,,,,,,,162.25559329999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.17593339999985,162.25559329999987,162.67860770000016,162.6786186999998,163.17526869999983,163.4721727000001,163.47218399999974,164.78277070000013,164.78277070000013,165.08566010000004,right,1,0.30125459999999293,None,163.6359735000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
8,condition_1/blank.PNG,space,,,,,0,24,24,24,,,,,,,,,165.1662326999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0861203999998,165.1662326999999,165.5884246999999,165.58843350000006,166.0851990000001,166.38197469999977,166.3819868999999,167.78985430000012,167.78985430000012,168.55893149999974,space,1,0.7682620000000497,None,166.41723509999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,0,25,0,,,,,,,,,168.6326623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5593088999999,168.6326623,169.06189249999989,169.06190289999995,169.55860759999996,169.8553167,169.85532669999975,171.20488999999998,171.20488999999998,171.54569390000006,space,1,0.33642220000001544,None,170.01622039999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,1,26,14,,,,,,,,,171.61922989999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5460425000001,171.61922989999994,172.04863849999992,172.0486479000001,172.5452148999998,172.84206159999985,172.8420716999999,174.1529759,174.1529759,174.45579399999997,right,1,0.30158159999973577,None,173.00909339999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
8,condition_1/leftstar.PNG,left,,,,,1,2,27,2,,,,,,,,,174.52573429999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.4561450000001,174.52573429999984,174.95839750000005,174.95840709999993,175.45560010000008,175.75569319999977,175.75570579999976,177.06247910000002,177.06247910000002,177.8121615,left,1,0.7451553999999305,None,175.9155965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2023-11-11_13h59.12.795,untitled,2023.2.3,299.1808428503304,2023-11-11 13h59.27.857571 +0800,
