stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,condition_1/leftstar.PNG,space,,,,,0,0,0,22,,,,,,,,,169.68393186425624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.56026057946815,169.68393186425624,170.05234965916213,170.05236227889554,170.55259769701888,171.06540056686651,170.8369620575695,170.83698759750632,172.1643933619,172.1643933619,172.96903387827547,180.02055183690743,space,1,7.852491841492565,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,1,1,3,,,,,,,,,180.15120213477826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.02172577259068,180.15120213477826,180.53587925439012,180.53589307600305,181.0359902779977,181.53574464389976,181.31986667552053,181.31987929525405,182.63905729389046,182.63905729389046,,183.20337361532233,left,1,0.5538052853246427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,2,2,1,,,,,,,,,183.30507845117415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.20390334365857,183.30507845117415,183.7192713245703,183.7192863480625,184.2027026661591,184.71684533104417,184.48696486696247,184.48699070736916,185.80811034214207,185.80811034214207,186.61974729885128,186.6218593013897,space,1,0.8091142118930748,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
8,condition_1/blank.PNG,space,,,,,0,3,3,10,,,,,,,,,186.7356610531889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.62334151913353,186.7356610531889,187.13605665178648,187.13607227621833,187.63592850139764,188.00681585795712,187.9198009928125,187.91981331207614,189.23612182369573,189.23612182369573,190.03612999647555,190.2205181241909,space,1,0.9729456951835118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,4,4,2,,,,,,,,,190.3282930518452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.22146790936995,190.3282930518452,190.7365390260751,190.73656757071035,191.23612963591177,191.73809846456913,191.5205231420373,191.5205534894916,192.839269065037,192.839269065037,193.6525946622735,193.7033671552207,left,1,0.8490938280189084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,5,5,17,,,,,,,,,193.8016992170658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.70384309945462,193.8016992170658,194.21925044191607,194.21926336211936,194.70282961466853,195.21625595944386,194.9868886978569,194.98691453826348,196.32321631334923,196.32321631334923,197.13600767520177,197.55388731359233,space,1,1.2138954683438214,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,6,6,4,,,,,,,,,197.65874708281342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.55478511748822,197.65874708281342,198.0693141865936,198.069327106797,198.56924042124672,199.0699049103083,198.8532000489165,198.85321206771027,200.17250694911638,200.17250694911638,,200.52012171432477,space,1,0.34085539558213895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,7,7,0,,,,,,,,,200.61853490302792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5206688699119,200.61853490302792,201.03593168637804,201.03594580846072,201.53614787443132,202.04119591805716,201.82028327696025,201.8203082159573,203.1399137831828,203.1399137831828,,203.37002831327356,space,1,0.2210544628635489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
1,condition_1/blank.PNG,space,,,,,0,8,8,8,,,,,,,,,203.470462762622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.37057126228285,203.470462762622,203.88590018211482,203.8859146046674,204.38582611629806,204.74146763293766,204.6696637532109,204.66967607247454,205.96956811365942,205.96956811365942,206.76929204196608,207.03711583803602,space,1,1.0550274464179665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,9,9,18,,,,,,,,,207.15360979964373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0378808342606,207.15360979964373,207.55280592262125,207.5528251526913,208.0528204954087,208.55776788163655,208.33691743779752,208.33694297773434,209.6566095403383,209.6566095403383,210.46935763453314,210.93735323926023,left,1,1.2720697354453705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,10,10,20,,,,,,,,,211.03759899354623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.93807496782722,211.03759899354623,211.45315600003732,211.4531830423233,211.95292298567279,212.46095800002468,212.23727021944217,212.23730236971562,213.55744697984244,213.55744697984244,,214.13782191212408,left,1,0.5638010156482096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
2,condition_1/blank.PNG,space,,,,,0,11,11,9,,,,,,,,,214.2536353095336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.1389694064609,214.2536353095336,214.6526974229604,214.65271485021128,215.15268224923318,215.52472581375503,215.43764394383504,215.43768150256562,216.7528996091188,216.7528996091188,217.55260490829517,217.57022986844538,space,1,0.81616022975129,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,12,12,5,,,,,,,,,217.67352088460734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.57080136208992,217.67352088460734,218.0860076902253,218.0860227137175,218.58618211297005,219.09244285288912,218.87002726162905,218.87004979686742,220.18961419972413,220.18961419972413,221.0026339186586,222.25380056794825,space,1,2.05168471939578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,13,13,14,,,,,,,,,222.3649116122881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.25460372384305,222.3649116122881,222.76981215526735,222.76983889708345,223.2693489810017,223.77535101638432,223.5533702049895,223.55339153834848,224.87512893912208,224.87512893912208,,225.53668721780264,right,1,0.6454356677536452,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,14,14,12,,,,,,,,,225.64149680855962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.53724969735185,225.64149680855962,226.05277242023362,226.05278714325596,226.53594806198453,227.03191590690358,226.8198566097808,226.8198695299841,228.14085335238724,228.14085335238724,228.95261260032316,229.03720477711,space,1,0.8846859834723091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
8,condition_1/blank.PNG,space,,,,,0,15,15,24,,,,,,,,,229.15018294106494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0380088344143,229.15018294106494,229.5528693217584,229.55288644853954,230.05299747214735,230.4407967739155,230.33718064938148,230.3372109968359,231.65287770486725,231.65287770486725,232.45263168015822,233.8879340624935,space,1,2.2286407255023732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,16,16,6,,,,,,,,,234.00108619848857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.88910619535773,234.00108619848857,234.40269960136675,234.40271342297956,234.90276765778663,235.42584479350376,235.1868835297755,235.18690786783304,236.51133868029433,236.51133868029433,237.31931441194592,237.3201728542922,right,1,0.8016183906775041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,17,17,13,,,,,,,,,237.42114784889145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.32073773760044,237.42114784889145,237.83604141796536,237.8360525353496,238.33585227219805,238.8474114973585,238.6205456472287,238.62057539374314,239.94015482009218,239.94015482009218,240.75259883880426,240.97060743885208,space,1,1.0288451050907952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,18,18,19,,,,,,,,,241.08029095096003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.97140067924215,241.08029095096003,241.48631374880915,241.48633508216813,241.98623697876383,242.49521877359643,242.2702467848976,242.27027292577418,243.5905891041823,243.5905891041823,244.40255177020322,245.0042276107149,left,1,1.410251009503554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
9,condition_1/blank.PNG,space,,,,,0,19,19,11,,,,,,,,,245.11176636907135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.00525010959632,245.11176636907135,245.5195595352452,245.5195775634361,246.01946503747922,246.3830596904379,246.30372904110163,246.30375367962893,247.61951022814378,247.61951022814378,,248.28798111607125,space,1,0.660664981832042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,20,20,21,,,,,,,,,248.39957922202962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.28914453531002,248.39957922202962,248.80302158485233,248.8030450215001,249.3029201762797,249.81510287636775,249.58715293103842,249.58718027379427,250.90688860170644,250.90688860170644,251.71936056411414,252.15377806275683,space,1,1.2372104259432035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,21,21,15,,,,,,,,,252.2552217903135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.15448086172364,252.2552217903135,252.66997383809075,252.67000388507518,253.16983276749852,253.6817862090952,253.45417369140137,253.4542094473129,254.77427533434025,254.77427533434025,255.5864173808584,256.23765452037355,right,1,1.4507125792601983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,22,22,23,,,,,,,,,256.3489164005757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.23884798659674,256.3489164005757,256.7527607920506,256.7527755150729,257.2528739189472,257.76168474643805,257.5369372087134,257.5369621477105,258.85657402480274,258.85657402480274,,259.55396393340266,right,1,0.6807108275208975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,23,23,16,,,,,,,,,259.6589679281492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.55480374661875,259.6589679281492,260.06956327609487,260.0695792009967,260.5694378299347,261.08056167429004,260.8535332699744,260.85355460333335,262.1729618604613,262.1729618604613,262.98609665934623,263.5541505251763,space,1,1.3724582129075316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,24,24,7,,,,,,,,,263.6613951235547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.5549801224174,263.6613951235547,264.0695302244119,264.0695443464947,264.56943272194735,265.08201865256706,264.8537264720844,264.85375050967195,266.17341917556496,266.17341917556496,266.9862829506501,267.8709202580076,right,1,1.6912558167205134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
8,condition_1/rightstar.PNG,right,,,,,1,0,25,14,,,,,,,,,267.9810523715935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.8718541182848,267.9810523715935,268.38588470791774,268.3858982290608,268.8862436191473,269.38888429837743,269.17027716239886,269.1702999981071,270.4906552375951,270.4906552375951,271.30303765998906,271.7381901078718,right,1,1.246008182995638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
9,condition_1/rightstar.PNG,right,,,,,1,1,26,7,,,,,,,,,271.839816521094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.7393087571036,271.839816521094,272.25289765606476,272.25291328049684,272.7529894496024,273.2628326914796,273.0373378852512,273.03736763176585,274.3563839776259,274.3563839776259,275.1694685980467,275.58737557919335,right,1,1.220952002646527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-09_17h57.35.914,untitled,2023.2.2,60.068422809995745,2023-11-09 17h57.44.814980 +0800,
