stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_2.stopped,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,image_9.stopped,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,text_13.stopped,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,condition_1/leftstar.PNG,space,,,,,0,0,0,1,,,,,,,,,77.17028759999084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.08803079999052,77.17028759999084,77.57188730000053,77.57190099998843,78.07132079999428,78.53792419999081,78.35494530000142,78.35495759999321,79.67848579998827,79.67848579998827,80.27140409999993,space,1,0.5808797999925446,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
1,condition_1/blank.PNG,space,,,,,0,1,1,8,,,,,,,,,80.3437675999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.27199699998891,80.3437675999885,80.78823539998848,80.78824739999254,81.27113449999888,81.59277999999176,81.55508189999091,81.55510189999768,82.95508759999939,82.95508759999939,86.2220621000015,space,1,3.2632766000024276,None,83.75463349999336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,2,2,16,,,,,,,,,86.30422439999529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.222428699999,86.30422439999529,86.73890199999732,86.73891309999453,87.23787859998993,87.7211540999997,87.52169309998862,87.52170279998973,88.8580101999978,88.8580101999978,89.75646229999256,space,1,0.8882708000019193,None,89.67096350000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
2,condition_1/blank.PNG,space,,,,,0,3,3,9,,,,,,,,,89.82766840000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.75690690000192,89.82766840000113,90.27142079999612,90.27143159999105,90.77120370000193,91.10482310000225,91.0552835999988,91.05529409999144,92.47060919999785,92.47060919999785,93.00576410000212,space,1,0.5334558000031393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
2,condition_1/leftstar.PNG,space,,,,,0,4,4,17,,,,,,,,,93.08810399999493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0061471999943,93.08810399999493,93.52122889999009,93.52124190000177,94.00395040000149,94.48778299998958,94.28783159999875,94.28784330000053,95.65416279999772,95.65416279999772,96.13796769999317,space,1,0.4727253000019118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
8,condition_1/blank.PNG,space,,,,,0,5,5,24,,,,,,,,,96.20870409999043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1385248000006,96.20870409999043,96.65474159999576,96.65475239999068,97.13764039998932,97.45871089999855,97.42184009999619,97.42184979999729,98.81271969999943,98.81271969999943,99.45549870000104,space,1,0.6249997999984771,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,6,6,19,,,,,,,,,99.53767449999577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4559362,99.53767449999577,99.97164019999036,99.97165089999908,100.47143679999863,100.9379312999954,100.75498319999315,100.7549946999934,102.1052270999935,102.1052270999935,102.65494079999917,left,1,0.5446058999950765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,7,7,3,,,,,,,,,102.73960519999673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.65534179999668,102.73960519999673,103.17094989999896,103.17095990000234,103.6544498000003,104.13762309998856,103.93816789999255,103.9381771999906,105.25393629999598,105.25393629999598,105.70574959999067,space,0,0.4344372000050498,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
9,condition_1/blank.PNG,space,,,,,0,8,8,11,,,,,,,,,105.77709759998834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.70624649999081,105.77709759998834,106.22123979999742,106.22125029999006,106.72198029998981,,107.02122399999644,107.02123519999441,108.42108189999999,108.42108189999999,109.13789980000001,space,1,0.701182599994354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,9,9,13,,,,,,,,,109.2071309999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.13826819999667,109.2071309999883,109.65527109999675,109.65528999999515,110.1382913999987,110.62087800000154,110.42155800000182,110.42156829999294,111.80564500000037,111.80564500000037,112.33836110000266,right,0,0.528278899990255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,10,10,23,,,,,,,,,112.41306099999929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.33878609999374,112.41306099999929,112.85461319999013,112.85462579999876,113.33877889999712,,113.6387226999941,113.63873339998827,114.93727779999608,114.93727779999608,115.6228790999885,right,1,0.678861299995333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,11,11,4,,,,,,,,,115.70391189999646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.62323269998888,115.70391189999646,116.13763659998949,116.13764859999355,116.6377705999912,117.12116019999667,116.92166789999465,116.92168529999617,118.23729459999595,118.23729459999595,118.83919600000081,space,1,0.5947061000042595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,12,12,6,,,,,,,,,118.90983319999941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.83957399999781,118.90983319999941,119.35451259999536,119.35452480000095,119.8543750999961,120.32123780000256,120.138031399998,120.13804099999834,121.45394189999206,121.45394189999206,122.006163500002,right,1,0.5376710999989882,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,13,13,18,,,,,,,,,122.07957960000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.00659199999063,122.07957960000203,122.5207931999903,122.52080579999893,123.02087909998954,123.50442749999638,123.30495249999512,123.3049650999892,124.6201965999935,124.6201965999935,125.25504099999671,left,1,0.630329099993105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
8,condition_1/blank.PNG,space,,,,,0,14,14,10,,,,,,,,,125.33738469998934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.25553419999778,125.33738469998934,125.77247630000056,125.77248719999625,126.27118809999956,126.59238419999019,126.55491649999749,126.55492919999233,127.93035260000033,127.93035260000033,129.07205380000232,left,0,1.1366735999908997,None,128.7376876999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,15,15,15,,,,,,,,,129.15398409999034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.07251279999036,129.15398409999034,129.58739590000187,129.58741579999332,130.08744289999595,130.57214369998837,130.37098409999453,130.37099470000248,131.7210511000012,131.7210511000012,132.28781629999867,right,1,0.5511101999873063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,16,16,22,,,,,,,,,132.37067029999162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.28824809999787,132.37067029999162,132.78899519999686,132.78900609999255,133.2887488999986,133.77159559998836,133.58784729999024,133.58785889999126,134.8887809000007,134.8887809000007,135.8377230999904,space,1,0.9398267000069609,None,135.7051994999929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,17,17,21,,,,,,,,,135.92110339998908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.83815609999874,135.92110339998908,136.33850079998956,136.33851289999438,136.8387592999934,,137.13813429999573,137.13814660000207,138.4372347999888,138.4372347999888,139.30541149999772,space,1,0.8664355999935651,None,139.23775020000176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
9,condition_1/leftstar.PNG,left,,,,,0,18,18,20,,,,,,,,,139.38135759999568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.30586409999523,139.38135759999568,139.82065290000173,139.82066450000275,140.30429069999082,140.78777460000128,140.58851799998956,140.588528399996,141.92134699999588,141.92134699999588,142.4215783999971,left,1,0.49160580000898335,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
1,condition_1/rightstar.PNG,space,,,,,0,19,19,12,,,,,,,,,142.49612070000148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.42209500000172,142.49612070000148,142.93898849999823,142.93899939999392,143.4211554999929,143.88799219999055,143.7046546999918,143.70466560000204,145.0208152999985,145.0208152999985,145.7560281999904,right,0,0.728275700006634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
8,condition_1/leftstar.PNG,left,,,,,0,20,20,2,,,,,,,,,145.82668569999805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.75657339999452,145.82668569999805,146.27168039999378,146.27169239999785,146.7718077999889,147.25487589999102,147.05464329999813,147.0546553999884,148.3704912999965,148.3704912999965,148.90487589999975,left,1,0.5295363999903202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
9,condition_1/rightstar.PNG,right,,,,,0,21,21,7,,,,,,,,,148.98766749999777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.90528339998855,148.98766749999777,149.42055359999358,149.42056359999697,149.90428769998834,150.387771099995,150.18819119999534,150.18820669999695,151.50373840000248,151.50373840000248,151.87127579998923,right,1,0.36619520001113415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
8,condition_1/rightstar.PNG,right,,,,,0,22,22,14,,,,,,,,,151.9547137999907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.87164569999732,151.9547137999907,152.38806589999876,152.38807659999293,152.87153569998918,153.33809199999087,153.15458649999346,153.1545979999937,154.47109979999368,154.47109979999368,154.85530819999985,right,1,0.3713214000017615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
2,condition_1/rightstar.PNG,space,,,,,0,23,23,5,,,,,,,,,154.93725829999312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8556658000016,154.93725829999312,155.3716596000013,155.3716706999985,155.8711340000009,156.35440999999992,156.15452539999387,156.15453679999337,157.4705072999932,157.4705072999932,157.93841219999013,right,0,0.4539504999993369,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
1,condition_1/leftstar.PNG,space,,,,,0,24,24,0,,,,,,,,,158.01442269999825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.93905849999283,158.01442269999825,158.4540280999936,158.4540377999947,158.95399769999494,159.4380375999899,159.23777100000007,159.23778109998966,160.53800780000165,160.53800780000165,161.20461699999578,space,1,0.6521970000030706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
9,condition_1/leftstar.PNG,left,,,,,1,0,25,20,,,,,,,,,161.27701869999873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.20503899999312,161.27701869999873,161.72055829998862,161.72056849999353,162.22051519999513,162.68791199999396,162.5042761999939,162.50428799999645,163.8034547999996,163.8034547999996,164.23819379998895,left,1,0.4236033000051975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
1,condition_1/leftstar.PNG,space,,,,,1,1,26,22,,,,,,,,,164.3206186999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.23855829999957,164.3206186999887,164.7543380999996,164.7543488999945,165.25454999999783,165.73839099999168,165.5381355999998,165.53814819999388,166.83729850000236,166.83729850000236,167.4731058999896,space,1,0.6317570999963209,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2023-11-12_13h46.20.064,untitled,2023.2.3,60.361796536378186,2023-11-12 13h46.29.105285 +0800,
